1 89,2809
169,8243652 75,3255
173,7800829 75,1333
177,827941 74,9408
181,9700859 74,748
186,2087137 74,5549
190,5460718 74,3615
194,98446 74,1678
199,5262315 73,9738
204,1737945 73,7796
208,9296131 73,5851
213,796209 73,3903
218,7761624 73,1954
223,8721139 73,0002
229,0867653 72,8048
234,4228815 72,6092
239,8832919 72,4134
245,4708916 72,2174
251,1886432 72,0213
257,0395783 71,8249
263,0267992 71,6284
269,1534804 71,4318
275,4228703 71,235
281,8382931 71,0381
288,4031503 70,841
295,1209227 70,6438
301,995172 70,4465
309,0295433 70,249
316,227766 70,0515
323,5936569 69,8538
331,1311215 69,656
338,8441561 69,4582
346,7368505 69,2602
354,8133892 69,0621
363,0780548 68,864
371,5352291 68,6658
380,1893963 68,4675
389,045145 68,2691
398,1071706 68,0706
407,3802778 67,8721
416,8693835 67,6735
426,5795188 67,4749
436,5158322 67,2762
446,6835922 67,0774
457,0881896 66,8786
467,7351413 66,6797
478,6300923 66,4808
489,7788194 66,2818
501,1872336 66,0828
512,861384 65,8837
524,8074602 65,6846
537,0317964 65,4854
549,5408739 65,2863
562,3413252 65,087
575,4399373 64,8878
588,8436554 64,6885
602,5595861 64,4892
616,5950019 64,2898
630,9573445 64,0904
645,654229 63,891
660,693448 63,6916
676,0829754 63,4921
691,8309709 63,2926
707,9457844 63,0931
724,4359601 62,8936
741,3102413 62,6941
758,577575 62,4945
776,2471166 62,2949
794,3282347 62,0953
812,8305162 61,8957
831,7637711 61,696
851,1380382 61,4964
870,96359 61,2967
891,2509381 61,097
912,0108394 60,8973
933,2543008 60,6976
954,992586 60,4978
977,237221 60,2981
1000 60,0983
1023,292992 59,8986
1047,128548 59,6988
1071,519305 59,499
1096,478196 59,2992
1122,018454 59,0994
1148,153621 58,8996
1174,897555 58,6998
1202,264435 58,5
1230,268771 58,3001
1258,925412 58,1003
1288,249552 57,9004
1318,256739 57,7006
1348,962883 57,5007
1380,384265 57,3008
1412,537545 57,101
1445,439771 56,9011
1479,108388 56,7012
1513,561248 56,5013
1548,816619 56,3014
1584,893192 56,1015
1621,810097 55,9016
1659,586907 55,7017
1698,243652 55,5018
1737,800829 55,3019
1778,27941 55,1019
1819,700859 54,902
1862,087137 54,7021
1905,460718 54,5021
1949,8446 54,3022
1995,262315 54,1023
2041,737945 53,9023
2089,296131 53,7024
2137,96209 53,5024
2187,761624 53,3025
2238,721139 53,1025
2290,867653 52,9026
2344,228815 52,7026
2398,832919 52,5027
2454,708916 52,3027
2511,886432 52,1028
2570,395783 51,9028
2630,267992 51,7028
2691,534804 51,5029
2754,228703 51,3029
2818,382931 51,1029
2884,031503 50,903
2951,209227 50,703
3019,95172 50,503
3090,295433 50,303
3162,27766 50,1031
3235,936569 49,9031
3311,311215 49,7031
3388,441561 49,5031
3467,368505 49,3032
3548,133892 49,1032
3630,780548 48,9032
3715,352291 48,7032
3801,893963 48,5032
3890,45145 48,3032
3981,071706 48,1033
4073,802778 47,9033
4168,693835 47,7033
4265,795188 47,5033
4365,158322 47,3033
4466,835922 47,1033
4570,881896 46,9033
4677,351413 46,7034
4786,300923 46,5034
4897,788194 46,3034
5011,872336 46,1034
5128,61384 45,9034
5248,074602 45,7034
5370,317964 45,5034
5495,408739 45,3034
5623,413252 45,1034
5754,399373 44,9034
5888,436554 44,7034
6025,595861 44,5034
6165,950019 44,3035
6309,573445 44,1035
6456,54229 43,9035
6606,93448 43,7035
6760,829754 43,5035
6918,309709 43,3035
7079,457844 43,1035
7244,359601 42,9035
7413,102413 42,7035
7585,77575 42,5035
7762,471166 42,3035
7943,282347 42,1035
8128,305162 41,9035
8317,637711 41,7035
8511,380382 41,5035
8709,6359 41,3035
8912,509381 41,1035
9120,108394 40,9035
9332,543008 40,7035
9549,92586 40,5035
9772,37221 40,3035
10000 40,1035
10232,92992 39,9035
10471,28548 39,7035
10715,19305 39,5035
10964,78196 39,3035
11220,18454 39,1035
11481,53621 38,9036
11748,97555 38,7036
12022,64435 38,5036
12302,68771 38,3036
12589,25412 38,1036
12882,49552 37,9036
13182,56739 37,7036
13489,62883 37,5036
13803,84265 37,3036
14125,37545 37,1036
14454,39771 36,9036
14791,08388 36,7036
15135,61248 36,5036
15488,16619 36,3036
15848,93192 36,1036
16218,10097 35,9036
16595,86907 35,7036
16982,43652 35,5036
17378,00829 35,3036
17782,7941 35,1036
18197,00859 34,9036
18620,87137 34,7036
19054,60718 34,5036
19498,446 34,3036
19952,62315 34,1036
20417,37945 33,9036
20892,96131 33,7036
21379,6209 33,5036
21877,61624 33,3036
22387,21139 33,1036
22908,67653 32,9036
23442,28815 32,7036
23988,32919 32,5036
24547,08916 32,3036
25118,86432 32,1036
25703,95783 31,9036
26302,67992 31,7036
26915,34804 31,5036
27542,28703 31,3036
28183,82931 31,1036
28840,31503 30,9036
29512,09227 30,7036
30199,5172 30,5036
30902,95433 30,3036
31622,7766 30,1036
32359,36569 29,9036
33113,11215 29,7036
33884,41561 29,5036
34673,68505 29,3036
35481,33892 29,1036
36307,80548 28,9036
37153,52291 28,7036
38018,93963 28,5036
38904,5145 28,3036
39810,71706 28,1036
40738,02778 27,9036
41686,93835 27,7036
42657,95188 27,5036
43651,58322 27,3036
44668,35922 27,1036
45708,81896 26,9036
46773,51413 26,7036
47863,00923 26,5036
48977,88194 26,3036
50118,72336 26,1036
51286,1384 25,9036
52480,74602 25,7036
53703,17964 25,5036
54954,08739 25,3036
56234,13252 25,1036
57543,99373 24,9036
58884,36554 24,7036
60255,95861 24,5036
61659,50019 24,3036
63095,73445 24,1036
64565,4229 23,9036
66069,3448 23,7036
67608,29754 23,5036
69183,09709 23,3036
70794,57844 23,1036
72443,59601 22,9036
74131,02413 22,7036
75857,7575 22,5036
77624,71166 22,3036
79432,82347 22,1036
81283,05162 21,9036
83176,37711 21,7036
85113,80382 21,5036
87096,359 21,3036
89125,09381 21,1036
91201,08394 20,9036
93325,43008 20,7036
95499,2586 20,5036
97723,7221 20,3036
100000 20,1036
102329,2992 19,9036
104712,8548 19,7036
107151,9305 19,5036
109647,8196 19,3036
112201,8454 19,1036
114815,3621 18,9036
117489,7555 18,7036
120226,4435 18,5036
123026,8771 18,3036
125892,5412 18,1036
128824,9552 17,9036
131825,6739 17,7036
134896,2883 17,5036
138038,4265 17,3036
141253,7545 17,1036
144543,9771 16,9036
147910,8388 16,7036
151356,1248 16,5036
154881,6619 16,3036
158489,3192 16,1036
162181,0097 15,9036
165958,6907 15,7036
169824,3652 15,5036
173780,0829 15,3036
177827,941 15,1036
181970,0859 14,9036
186208,7137 14,7036
190546,0718 14,5036
194984,46 14,3036
199526,2315 14,1036
204173,7945 13,9036
208929,6131 13,7036
213796,209 13,5036
218776,1624 13,3036
223872,1139 13,1036
229086,7653 12,9036
234422,8815 12,7036
239883,2919 12,5036
245470,8916 12,3036
251188,6432 12,1036
257039,5783 11,9036
263026,7992 11,7036
269153,4804 11,5036
275422,8703 11,3036
281838,2931 11,1036
288403,1503 10,9036
295120,9227 10,7036
301995,172 10,5036
309029,5433 10,3036
316227,766 10,1036
323593,6569 9,90358
331131,1215 9,70358
338844,1561 9,50358
346736,8505 9,30358
354813,3892 9,10358
363078,0548 8,90358
371535,2291 8,70358
380189,3963 8,50358
389045,145 8,30358
398107,1706 8,10358
407380,2778 7,90357
416869,3835 7,70357
426579,5188 7,50357
436515,8322 7,30357
446683,5922 7,10357
457088,1896 6,90357
467735,1413 6,70357
478630,0923 6,50357
489778,8194 6,30357
501187,2336 6,10357
512861,384 5,90357
524807,4602 5,70356
537031,7964 5,50356
549540,8739 5,30356
562341,3252 5,10356
575439,9373 4,90356
588843,6554 4,70356
602559,5861 4,50356
616595,0019 4,30355
630957,3445 4,10355
645654,229 3,90355
660693,448 3,70355
676082,9754 3,50355
691830,9709 3,30354
707945,7844 3,10354
724435,9601 2,90354
741310,2413 2,70354
758577,575 2,50353
776247,1166 2,30353
794328,2347 2,10353
812830,5162 1,90353
831763,7711 1,70352
851138,0382 1,50352
870963,59 1,30352
891250,9381 1,10351
912010,8394 0,90351
933254,3008 0,703506
954992,586 0,503502
977237,221 0,303498
1000000 0,103494
1023292,992 -0,0965107
1047128,548 -0,296515
1071519,305 -0,49652
1096478,196 -0,696526
1122018,454 -0,896531
1148153,621 -1,09654
1174897,555 -1,29654
1202264,435 -1,49655
1230268,771 -1,69656
1258925,412 -1,89656
1288249,552 -2,09657
1318256,739 -2,29658
1348962,883 -2,49659
1380384,265 -2,69659
1412537,545 -2,8966
1445439,771 -3,09661
1479108,388 -3,29662
1513561,248 -3,49663
1548816,619 -3,69664
1584893,192 -3,89665
1621810,097 -4,09666
1659586,907 -4,29668
1698243,652 -4,49669
1737800,829 -4,6967
1778279,41 -4,89672
1819700,859 -5,09673
1862087,137 -5,29675
1905460,718 -5,49676
1949844,6 -5,69678
1995262,315 -5,89679
2041737,945 -6,09681
2089296,131 -6,29683
2137962,09 -6,49685
2187761,624 -6,69687
2238721,139 -6,89689
2290867,653 -7,09692
2344228,815 -7,29694
2398832,919 -7,49697
2454708,916 -7,69699
2511886,432 -7,89702
2570395,783 -8,09705
2630267,992 -8,29708
2691534,804 -8,49711
2754228,703 -8,69714
2818382,931 -8,89718
2884031,503 -9,09721
2951209,227 -9,29725
3019951,72 -9,49729
3090295,433 -9,69733
3162277,66 -9,89738
3235936,569 -10,0974
3311311,215 -10,2975
3388441,561 -10,4975
3467368,505 -10,6976
3548133,892 -10,8976
3630780,548 -11,0977
3715352,291 -11,2977
3801893,963 -11,4978
3890451,45 -11,6979
3981071,706 -11,8979
4073802,778 -12,098
4168693,835 -12,2981
4265795,188 -12,4982
4365158,322 -12,6983
4466835,922 -12,8983
4570881,896 -13,0984
4677351,413 -13,2985
4786300,923 -13,4986
4897788,194 -13,6987
5011872,336 -13,8988
5128613,84 -14,099
5248074,602 -14,2991
5370317,964 -14,4992
5495408,739 -14,6993
5623413,252 -14,8995
5754399,373 -15,0996
5888436,554 -15,2998
6025595,861 -15,4999
6165950,019 -15,7001
6309573,445 -15,9003
6456542,29 -16,1004
6606934,48 -16,3006
6760829,754 -16,5008
6918309,709 -16,701
7079457,844 -16,9013
7244359,601 -17,1015
7413102,413 -17,3017
7585775,75 -17,502
7762471,166 -17,7022
7943282,347 -17,9025
8128305,162 -18,1028
8317637,711 -18,3031
8511380,382 -18,5034
8709635,9 -18,7037
8912509,381 -18,9041
9120108,394 -19,1045
9332543,008 -19,3048
9549925,86 -19,5052
9772372,21 -19,7056
10000000 -19,9061
10232929,92 -20,1065
10471285,48 -20,307
10715193,05 -20,5075
10964781,96 -20,708
11220184,54 -20,9086
11481536,21 -21,1092
11748975,55 -21,3098
12022644,35 -21,5104
12302687,71 -21,711
12589254,12 -21,9117
12882495,52 -22,1125
13182567,39 -22,3132
13489628,83 -22,514
13803842,65 -22,7148
14125375,45 -22,9157
14454397,71 -23,1166
14791083,88 -23,3175
15135612,48 -23,5185
15488166,19 -23,7196
15848931,92 -23,9207
16218100,97 -24,1218
16595869,07 -24,323
16982436,52 -24,5243
17378008,29 -24,7256
17782794,1 -24,9269
18197008,59 -25,1284
18620871,37 -25,3299
19054607,18 -25,5314
19498446 -25,7331
19952623,15 -25,9348
20417379,45 -26,1366
20892961,31 -26,3385
21379620,9 -26,5405
21877616,24 -26,7425
22387211,39 -26,9447
22908676,53 -27,147
23442288,15 -27,3493
23988329,19 -27,5518
24547089,16 -27,7544
25118864,32 -27,9571
25703957,83 -28,16
26302679,92 -28,363
26915348,04 -28,5661
27542287,03 -28,7693
28183829,31 -28,9727
28840315,03 -29,1763
29512092,27 -29,38
30199517,2 -29,5839
30902954,33 -29,788
31622776,6 -29,9923
32359365,69 -30,1968
33113112,15 -30,4015
33884415,61 -30,6064
34673685,05 -30,8115
35481338,92 -31,0169
36307805,48 -31,2225
37153522,91 -31,4283
38018939,63 -31,6345
38904514,5 -31,8409
39810717,06 -32,0476
40738027,78 -32,2546
41686938,35 -32,4619
42657951,88 -32,6696
43651583,22 -32,8776
44668359,22 -33,086
45708818,96 -33,2948
46773514,13 -33,5039
47863009,23 -33,7135
48977881,94 -33,9235
50118723,36 -34,1339
51286138,4 -34,3449
52480746,02 -34,5563
53703179,64 -34,7682
54954087,39 -34,9807
56234132,52 -35,1937
57543993,73 -35,4073
58884365,54 -35,6214
60255958,61 -35,8363
61659500,19 -36,0517
63095734,45 -36,2679
64565422,9 -36,4847
66069344,8 -36,7023
67608297,54 -36,9207
69183097,09 -37,1398
70794578,44 -37,3598
72443596,01 -37,5806
74131024,13 -37,8023
75857757,5 -38,025
77624711,66 -38,2486
79432823,47 -38,4732
81283051,62 -38,6988
83176377,11 -38,9255
85113803,82 -39,1533
87096359 -39,3823
89125093,81 -39,6125
91201083,94 -39,8438
93325430,08 -40,0765
95499258,6 -40,3105
97723722,1 -40,5458
100000000 -40,7826
102329299,2 -41,0208
104712854,8 -41,2605
107151930,5 -41,5018
109647819,6 -41,7446
112201845,4 -41,9891
114815362,1 -42,2353
117489755,5 -42,4833
120226443,5 -42,733
123026877,1 -42,9846
125892541,2 -43,238
128824955,2 -43,4934
131825673,9 -43,7508
134896288,3 -44,0102
138038426,5 -44,2718
141253754,5 -44,5354
144543977,1 -44,8013
147910838,8 -45,0694
151356124,8 -45,3398
154881661,9 -45,6125
158489319,2 -45,8877
162181009,7 -46,1652
165958690,7 -46,4452
169824365,2 -46,7278
173780082,9 -47,0129
177827941 -47,3006
181970085,9 -47,5909
186208713,7 -47,884
190546071,8 -48,1798
194984460 -48,4783
199526231,5 -48,7796
204173794,5 -49,0838
208929613,1 -49,3909
213796209 -49,7008
218776162,4 -50,0137
223872113,9 -50,3295
229086765,3 -50,6484
234422881,5 -50,9702
239883291,9 -51,2951
245470891,6 -51,623
251188643,2 -51,9541
257039578,3 -52,2882
263026799,2 -52,6255
269153480,4 -52,9659
275422870,3 -53,3095
281838293,1 -53,6563
288403150,3 -54,0062
295120922,7 -54,3594
301995172 -54,7159
309029543,3 -55,0756
316227766 -55,4386
323593656,9 -55,8048
331131121,5 -56,1744
338844156,1 -56,5473
346736850,5 -56,9235
354813389,2 -57,3031
363078054,8 -57,686
371535229,1 -58,0724
380189396,3 -58,4622
389045145 -58,8554
398107170,6 -59,2521
407380277,8 -59,6522
416869383,5 -60,0559
426579518,8 -60,4631
436515832,2 -60,8739
446683592,2 -61,2883
457088189,6 -61,7063
467735141,3 -62,1279
478630092,3 -62,5533
489778819,4 -62,9823
501187233,6 -63,4151
512861384 -63,8517
524807460,2 -64,2922
537031796,4 -64,7365
549540873,9 -65,1847
562341325,2 -65,6369
575439937,3 -66,0931
588843655,4 -66,5533
602559586,1 -67,0177
616595001,9 -67,4861
630957344,5 -67,9588
645654229 -68,4356
660693448 -68,9167
676082975,4 -69,4022
691830970,9 -69,892
707945784,4 -70,3862
724435960,1 -70,8849
741310241,3 -71,388
758577575 -71,8957
776247116,6 -72,408
794328234,7 -72,9249
812830516,2 -73,4464
831763771,1 -73,9726
851138038,2 -74,5036
870963590 -75,0393
891250938,1 -75,5798
912010839,4 -76,125
933254300,8 -76,6751
954992586 -77,2301
977237221 -77,7899
1000000000 -78,3546
1023292992 -78,9242
1047128548 -79,4986
1071519305 -80,078
1096478196 -80,6622
1122018454 -81,2513
1148153621 -81,8453
1174897555 -82,4441
1202264435 -83,0478
1230268771 -83,6563
1258925412 -84,2695
1288249552 -84,8876
1318256739 -85,5103
1348962883 -86,1377
1380384265 -86,7697
1412537545 -87,4064
1445439771 -88,0475
1479108388 -88,6932
1513561248 -89,3433
1548816619 -89,9978
1584893192 -90,6565
1621810097 -91,3195
1659586907 -91,9867
1698243652 -92,658
1737800829 -93,3333
1778279410 -94,0126
1819700859 -94,6957
1862087137 -95,3827
1905460718 -96,0734
1949844600 -96,7677
1995262315 -97,4656
2041737945 -98,167
2089296131 -98,8717
2137962090 -99,5798
2187761624 -100,291
2238721139 -101,006
2290867653 -101,723
2344228815 -102,444
2398832919 -103,167
2454708916 -103,893
2511886432 -104,622
2570395783 -105,354
2630267992 -106,088
2691534804 -106,825
2754228703 -107,564
2818382931 -108,305
2884031503 -109,049
2951209227 -109,795
3019951720 -110,543
3090295433 -111,293
3162277660 -112,045
3235936569 -112,799
3311311215 -113,555
3388441561 -114,312
3467368505 -115,071
3548133892 -115,832
3630780548 -116,595
3715352291 -117,359
3801893963 -118,124
3890451450 -118,891
3981071706 -119,66
4073802778 -120,429
4168693835 -121,2
4265795188 -121,972
4365158322 -122,746
4466835922 -123,52
4570881896 -124,296
4677351413 -125,072
4786300923 -125,85
4897788194 -126,628
5011872336 -127,408
5128613840 -128,188
5248074602 -128,969
5370317964 -129,751
5495408739 -130,534
5623413252 -131,317
5754399373 -132,101
5888436554 -132,886
6025595861 -133,672
6165950019 -134,458
6309573445 -135,245
6456542290 -136,032
6606934480 -136,82
6760829754 -137,608
6918309709 -138,397
7079457844 -139,187
7244359601 -139,976
7413102413 -140,767
7585775750 -141,558
7762471166 -142,349
7943282347 -143,14
8128305162 -143,932
8317637711 -144,724
8511380382 -145,517
8709635900 -146,31
8912509381 -147,103
9120108394 -147,897
9332543008 -148,691
9549925860 -149,485
9772372210 -150,279
1e+010 -151,074
