1 41,8906
10,47128548 41,8906
10,71519305 41,8906
10,96478196 41,8906
11,22018454 41,8906
11,48153621 41,8906
11,74897555 41,8906
12,02264435 41,8906
12,30268771 41,8906
12,58925412 41,8906
12,88249552 41,8906
13,18256739 41,8906
13,48962883 41,8906
13,80384265 41,8906
14,12537545 41,8906
14,45439771 41,8906
14,79108388 41,8906
15,13561248 41,8906
15,48816619 41,8906
15,84893192 41,8906
16,21810097 41,8906
16,59586907 41,8906
16,98243652 41,8906
17,37800829 41,8906
17,7827941 41,8906
18,19700859 41,8906
18,62087137 41,8906
19,05460718 41,8906
19,498446 41,8906
19,95262315 41,8906
20,41737945 41,8906
20,89296131 41,8906
21,3796209 41,8906
21,87761624 41,8906
22,38721139 41,8906
22,90867653 41,8906
23,44228815 41,8906
23,98832919 41,8906
24,54708916 41,8906
25,11886432 41,8906
25,70395783 41,8906
26,30267992 41,8906
26,91534804 41,8906
27,54228703 41,8906
28,18382931 41,8906
28,84031503 41,8906
29,51209227 41,8906
30,1995172 41,8906
30,90295433 41,8906
31,6227766 41,8906
32,35936569 41,8906
33,11311215 41,8906
33,88441561 41,8906
34,67368505 41,8906
35,48133892 41,8906
36,30780548 41,8906
37,15352291 41,8906
38,01893963 41,8906
38,9045145 41,8906
39,81071706 41,8906
40,73802778 41,8906
41,68693835 41,8906
42,65795188 41,8906
43,65158322 41,8906
44,66835922 41,8906
45,70881896 41,8906
46,77351413 41,8906
47,86300923 41,8906
48,97788194 41,8906
50,11872336 41,8906
51,2861384 41,8906
52,48074602 41,8906
53,70317964 41,8906
54,95408739 41,8906
56,23413252 41,8906
57,54399373 41,8906
58,88436554 41,8906
60,25595861 41,8906
61,65950019 41,8906
63,09573445 41,8906
64,5654229 41,8906
66,0693448 41,8906
67,60829754 41,8906
69,18309709 41,8906
70,79457844 41,8905
72,44359601 41,8905
74,13102413 41,8905
75,8577575 41,8905
77,62471166 41,8905
79,43282347 41,8905
81,28305162 41,8905
83,17637711 41,8905
85,11380382 41,8905
87,096359 41,8905
89,12509381 41,8905
91,20108394 41,8905
93,32543008 41,8905
95,4992586 41,8905
97,7237221 41,8905
100 41,8905
102,3292992 41,8905
104,7128548 41,8905
107,1519305 41,8905
109,6478196 41,8905
112,2018454 41,8904
114,8153621 41,8904
117,4897555 41,8904
120,2264435 41,8904
123,0268771 41,8904
125,8925412 41,8904
128,8249552 41,8904
131,8256739 41,8904
134,8962883 41,8904
138,0384265 41,8904
141,2537545 41,8903
144,5439771 41,8903
147,9108388 41,8903
151,3561248 41,8903
154,8816619 41,8903
158,4893192 41,8903
162,1810097 41,8903
165,9586907 41,8902
169,8243652 41,8902
173,7800829 41,8902
177,827941 41,8902
181,9700859 41,8902
186,2087137 41,8901
190,5460718 41,8901
194,98446 41,8901
199,5262315 41,8901
204,1737945 41,89
208,9296131 41,89
213,796209 41,89
218,7761624 41,89
223,8721139 41,8899
229,0867653 41,8899
234,4228815 41,8899
239,8832919 41,8898
245,4708916 41,8898
251,1886432 41,8898
257,0395783 41,8897
263,0267992 41,8897
269,1534804 41,8896
275,4228703 41,8896
281,8382931 41,8895
288,4031503 41,8895
295,1209227 41,8894
301,995172 41,8894
309,0295433 41,8893
316,227766 41,8893
323,5936569 41,8892
331,1311215 41,8891
338,8441561 41,889
346,7368505 41,889
354,8133892 41,8889
363,0780548 41,8888
371,5352291 41,8887
380,1893963 41,8886
389,045145 41,8885
398,1071706 41,8885
407,3802778 41,8883
416,8693835 41,8882
426,5795188 41,8881
436,5158322 41,888
446,6835922 41,8879
457,0881896 41,8878
467,7351413 41,8876
478,6300923 41,8875
489,7788194 41,8873
501,1872336 41,8872
512,861384 41,887
524,8074602 41,8869
537,0317964 41,8867
549,5408739 41,8865
562,3413252 41,8863
575,4399373 41,8861
588,8436554 41,8859
602,5595861 41,8857
616,5950019 41,8854
630,9573445 41,8852
645,654229 41,8849
660,693448 41,8847
676,0829754 41,8844
691,8309709 41,8841
707,9457844 41,8838
724,4359601 41,8835
741,3102413 41,8831
758,577575 41,8828
776,2471166 41,8824
794,3282347 41,882
812,8305162 41,8816
831,7637711 41,8812
851,1380382 41,8807
870,96359 41,8803
891,2509381 41,8798
912,0108394 41,8793
933,2543008 41,8787
954,992586 41,8782
977,237221 41,8776
1000 41,877
1023,292992 41,8763
1047,128548 41,8757
1071,519305 41,875
1096,478196 41,8742
1122,018454 41,8734
1148,153621 41,8726
1174,897555 41,8718
1202,264435 41,8709
1230,268771 41,87
1258,925412 41,869
1288,249552 41,868
1318,256739 41,8669
1348,962883 41,8658
1380,384265 41,8647
1412,537545 41,8634
1445,439771 41,8622
1479,108388 41,8608
1513,561248 41,8594
1548,816619 41,858
1584,893192 41,8564
1621,810097 41,8548
1659,586907 41,8531
1698,243652 41,8514
1737,800829 41,8495
1778,27941 41,8476
1819,700859 41,8456
1862,087137 41,8435
1905,460718 41,8413
1949,8446 41,839
1995,262315 41,8365
2041,737945 41,834
2089,296131 41,8314
2137,96209 41,8286
2187,761624 41,8257
2238,721139 41,8227
2290,867653 41,8195
2344,228815 41,8162
2398,832919 41,8127
2454,708916 41,809
2511,886432 41,8052
2570,395783 41,8012
2630,267992 41,7971
2691,534804 41,7927
2754,228703 41,7882
2818,382931 41,7834
2884,031503 41,7784
2951,209227 41,7732
3019,95172 41,7677
3090,295433 41,762
3162,27766 41,756
3235,936569 41,7498
3311,311215 41,7433
3388,441561 41,7365
3467,368505 41,7293
3548,133892 41,7219
3630,780548 41,7141
3715,352291 41,7059
3801,893963 41,6974
3890,45145 41,6885
3981,071706 41,6792
4073,802778 41,6695
4168,693835 41,6594
4265,795188 41,6488
4365,158322 41,6377
4466,835922 41,6261
4570,881896 41,6141
4677,351413 41,6014
4786,300923 41,5883
4897,788194 41,5745
5011,872336 41,5602
5128,61384 41,5452
5248,074602 41,5296
5370,317964 41,5133
5495,408739 41,4963
5623,413252 41,4786
5754,399373 41,4601
5888,436554 41,4408
6025,595861 41,4207
6165,950019 41,3998
6309,573445 41,378
6456,54229 41,3552
6606,93448 41,3316
6760,829754 41,3069
6918,309709 41,2813
7079,457844 41,2545
7244,359601 41,2268
7413,102413 41,1978
7585,77575 41,1678
7762,471166 41,1365
7943,282347 41,104
8128,305162 41,0702
8317,637711 41,0351
8511,380382 40,9987
8709,6359 40,9608
8912,509381 40,9216
9120,108394 40,8808
9332,543008 40,8386
9549,92586 40,7948
9772,37221 40,7493
10000 40,7023
10232,92992 40,6536
10471,28548 40,6031
10715,19305 40,5509
10964,78196 40,4969
11220,18454 40,4411
11481,53621 40,3834
11748,97555 40,3238
12022,64435 40,2623
12302,68771 40,1987
12589,25412 40,1332
12882,49552 40,0656
13182,56739 39,9959
13489,62883 39,9242
13803,84265 39,8503
14125,37545 39,7742
14454,39771 39,6959
14791,08388 39,6155
15135,61248 39,5328
15488,16619 39,4479
15848,93192 39,3607
16218,10097 39,2713
16595,86907 39,1795
16982,43652 39,0855
17378,00829 38,9892
17782,7941 38,8906
18197,00859 38,7897
18620,87137 38,6864
19054,60718 38,5809
19498,446 38,4731
19952,62315 38,363
20417,37945 38,2506
20892,96131 38,136
21379,6209 38,0191
21877,61624 37,9
22387,21139 37,7787
22908,67653 37,6551
23442,28815 37,5295
23988,32919 37,4017
24547,08916 37,2717
25118,86432 37,1397
25703,95783 37,0056
26302,67992 36,8696
26915,34804 36,7315
27542,28703 36,5915
28183,82931 36,4495
28840,31503 36,3057
29512,09227 36,16
30199,5172 36,0125
30902,95433 35,8633
31622,7766 35,7123
32359,36569 35,5597
33113,11215 35,4053
33884,41561 35,2494
34673,68505 35,0919
35481,33892 34,9329
36307,80548 34,7724
37153,52291 34,6105
38018,93963 34,4472
38904,5145 34,2825
39810,71706 34,1164
40738,02778 33,9491
41686,93835 33,7805
42657,95188 33,6108
43651,58322 33,4398
44668,35922 33,2677
45708,81896 33,0946
46773,51413 32,9203
47863,00923 32,7451
48977,88194 32,5688
50118,72336 32,3916
51286,1384 32,2135
52480,74602 32,0345
53703,17964 31,8546
54954,08739 31,6739
56234,13252 31,4924
57543,99373 31,3101
58884,36554 31,127
60255,95861 30,9433
61659,50019 30,7588
63095,73445 30,5737
64565,4229 30,388
66069,3448 30,2016
67608,29754 30,0147
69183,09709 29,8271
70794,57844 29,6391
72443,59601 29,4505
74131,02413 29,2613
75857,7575 29,0717
77624,71166 28,8817
79432,82347 28,6911
81283,05162 28,5002
83176,37711 28,3088
85113,80382 28,117
87096,359 27,9248
89125,09381 27,7323
91201,08394 27,5394
93325,43008 27,3461
95499,2586 27,1525
97723,7221 26,9586
100000 26,7644
102329,2992 26,5698
104712,8548 26,375
107151,9305 26,1799
109647,8196 25,9846
112201,8454 25,7889
114815,3621 25,5931
117489,7555 25,3969
120226,4435 25,2006
123026,8771 25,004
125892,5412 24,8072
128824,9552 24,6102
131825,6739 24,4129
134896,2883 24,2155
138038,4265 24,0178
141253,7545 23,82
144543,9771 23,622
147910,8388 23,4238
151356,1248 23,2254
154881,6619 23,0268
158489,3192 22,828
162181,0097 22,6291
165958,6907 22,43
169824,3652 22,2307
173780,0829 22,0313
177827,941 21,8316
181970,0859 21,6319
186208,7137 21,4319
190546,0718 21,2318
194984,46 21,0315
199526,2315 20,831
204173,7945 20,6304
208929,6131 20,4296
213796,209 20,2287
218776,1624 20,0275
223872,1139 19,8262
229086,7653 19,6247
234422,8815 19,423
239883,2919 19,2212
245470,8916 19,0191
251188,6432 18,8169
257039,5783 18,6144
263026,7992 18,4118
269153,4804 18,2089
275422,8703 18,0059
281838,2931 17,8026
288403,1503 17,5991
295120,9227 17,3953
301995,172 17,1914
309029,5433 16,9871
316227,766 16,7827
323593,6569 16,5779
331131,1215 16,3729
338844,1561 16,1676
346736,8505 15,962
354813,3892 15,7561
363078,0548 15,5499
371535,2291 15,3433
380189,3963 15,1364
389045,145 14,9292
398107,1706 14,7216
407380,2778 14,5136
416869,3835 14,3052
426579,5188 14,0964
436515,8322 13,8872
446683,5922 13,6775
457088,1896 13,4674
467735,1413 13,2568
478630,0923 13,0457
489778,8194 12,8341
501187,2336 12,622
512861,384 12,4093
524807,4602 12,196
537031,7964 11,9821
549540,8739 11,7675
562341,3252 11,5524
575439,9373 11,3365
588843,6554 11,12
602559,5861 10,9027
616595,0019 10,6847
630957,3445 10,4659
645654,229 10,2462
660693,448 10,0258
676082,9754 9,8044
691830,9709 9,58215
707945,7844 9,35896
724435,9601 9,13479
741310,2413 8,90962
758577,575 8,68342
776247,1166 8,45613
794328,2347 8,22773
812830,5162 7,99819
831763,7711 7,76746
851138,0382 7,5355
870963,59 7,30228
891250,9381 7,06776
912010,8394 6,8319
933254,3008 6,59466
954992,586 6,35599
977237,221 6,11587
1000000 5,87424
1023292,992 5,63107
1047128,548 5,38631
1071519,305 5,13993
1096478,196 4,89189
1122018,454 4,64214
1148153,621 4,39065
1174897,555 4,13737
1202264,435 3,88227
1230268,771 3,62531
1258925,412 3,36645
1288249,552 3,10566
1318256,739 2,84291
1348962,883 2,57814
1380384,265 2,31135
1412537,545 2,04249
1445439,771 1,77153
1479108,388 1,49845
1513561,248 1,22322
1548816,619 0,945812
1584893,192 0,666208
1621810,097 0,384386
1659586,907 0,100327
1698243,652 -0,185984
1737800,829 -0,474563
1778279,41 -0,765421
1819700,859 -1,05857
1862087,137 -1,35401
1905460,718 -1,65175
1949844,6 -1,9518
1995262,315 -2,25415
2041737,945 -2,5588
2089296,131 -2,86574
2137962,09 -3,17497
2187761,624 -3,48648
2238721,139 -3,80026
2290867,653 -4,11629
2344228,815 -4,43455
2398832,919 -4,75503
2454708,916 -5,07771
2511886,432 -5,40256
2570395,783 -5,72955
2630267,992 -6,05867
2691534,804 -6,38988
2754228,703 -6,72315
2818382,931 -7,05846
2884031,503 -7,39577
2951209,227 -7,73504
3019951,72 -8,07624
3090295,433 -8,41933
3162277,66 -8,76428
3235936,569 -9,11105
3311311,215 -9,4596
3388441,561 -9,80988
3467368,505 -10,1619
3548133,892 -10,5155
3630780,548 -10,8708
3715352,291 -11,2276
3801893,963 -11,586
3890451,45 -11,9459
3981071,706 -12,3072
4073802,778 -12,67
4168693,835 -13,0341
4265795,188 -13,3996
4365158,322 -13,7664
4466835,922 -14,1344
4570881,896 -14,5036
4677351,413 -14,874
4786300,923 -15,2456
4897788,194 -15,6183
5011872,336 -15,992
5128613,84 -16,3668
5248074,602 -16,7425
5370317,964 -17,1192
5495408,739 -17,4969
5623413,252 -17,8755
5754399,373 -18,2549
5888436,554 -18,6351
6025595,861 -19,0162
6165950,019 -19,398
6309573,445 -19,7806
6456542,29 -20,1639
6606934,48 -20,5479
6760829,754 -20,9326
6918309,709 -21,3179
7079457,844 -21,7038
7244359,601 -22,0903
7413102,413 -22,4774
7585775,75 -22,865
7762471,166 -23,2531
7943282,347 -23,6418
8128305,162 -24,0309
8317637,711 -24,4205
8511380,382 -24,8105
8709635,9 -25,201
8912509,381 -25,5919
9120108,394 -25,9831
9332543,008 -26,3748
9549925,86 -26,7668
9772372,21 -27,1591
10000000 -27,5518
10232929,92 -27,9448
10471285,48 -28,3381
10715193,05 -28,7317
10964781,96 -29,1256
11220184,54 -29,5197
11481536,21 -29,9141
11748975,55 -30,3088
12022644,35 -30,7036
12302687,71 -31,0988
12589254,12 -31,4941
12882495,52 -31,8896
13182567,39 -32,2853
13489628,83 -32,6812
13803842,65 -33,0773
14125375,45 -33,4736
14454397,71 -33,87
14791083,88 -34,2666
15135612,48 -34,6633
15488166,19 -35,0602
15848931,92 -35,4572
16218100,97 -35,8544
16595869,07 -36,2517
16982436,52 -36,6491
17378008,29 -37,0466
17782794,1 -37,4442
18197008,59 -37,842
18620871,37 -38,2398
19054607,18 -38,6377
19498446 -39,0357
19952623,15 -39,4338
20417379,45 -39,832
20892961,31 -40,2303
21379620,9 -40,6287
21877616,24 -41,0271
22387211,39 -41,4256
22908676,53 -41,8242
23442288,15 -42,2228
23988329,19 -42,6215
24547089,16 -43,0202
25118864,32 -43,419
25703957,83 -43,8179
26302679,92 -44,2168
26915348,04 -44,6157
27542287,03 -45,0147
28183829,31 -45,4138
28840315,03 -45,8129
29512092,27 -46,212
30199517,2 -46,6112
30902954,33 -47,0104
31622776,6 -47,4096
32359365,69 -47,8089
33113112,15 -48,2082
33884415,61 -48,6076
34673685,05 -49,0069
35481338,92 -49,4063
36307805,48 -49,8058
37153522,91 -50,2052
38018939,63 -50,6047
38904514,5 -51,0042
39810717,06 -51,4037
40738027,78 -51,8032
41686938,35 -52,2028
42657951,88 -52,6024
43651583,22 -53,002
44668359,22 -53,4016
45708818,96 -53,8013
46773514,13 -54,2009
47863009,23 -54,6006
48977881,94 -55,0003
50118723,36 -55,4
51286138,4 -55,7997
52480746,02 -56,1994
53703179,64 -56,5991
54954087,39 -56,9989
56234132,52 -57,3986
57543993,73 -57,7984
58884365,54 -58,1982
60255958,61 -58,598
61659500,19 -58,9978
63095734,45 -59,3976
64565422,9 -59,7974
66069344,8 -60,1972
67608297,54 -60,5971
69183097,09 -60,9969
70794578,44 -61,3968
72443596,01 -61,7966
74131024,13 -62,1965
75857757,5 -62,5963
77624711,66 -62,9962
79432823,47 -63,3961
81283051,62 -63,796
83176377,11 -64,1959
85113803,82 -64,5958
87096359 -64,9957
89125093,81 -65,3956
91201083,94 -65,7955
93325430,08 -66,1954
95499258,6 -66,5953
97723722,1 -66,9952
100000000 -67,3951
102329299,2 -67,7951
104712854,8 -68,195
107151930,5 -68,5949
109647819,6 -68,9949
112201845,4 -69,3948
114815362,1 -69,7947
117489755,5 -70,1947
120226443,5 -70,5946
123026877,1 -70,9946
125892541,2 -71,3945
128824955,2 -71,7945
131825673,9 -72,1944
134896288,3 -72,5944
138038426,5 -72,9943
141253754,5 -73,3943
144543977,1 -73,7943
147910838,8 -74,1942
151356124,8 -74,5942
154881661,9 -74,9941
158489319,2 -75,3941
162181009,7 -75,7941
165958690,7 -76,194
169824365,2 -76,594
173780082,9 -76,994
177827941 -77,394
181970085,9 -77,7939
186208713,7 -78,1939
190546071,8 -78,5939
194984460 -78,9938
199526231,5 -79,3938
204173794,5 -79,7938
208929613,1 -80,1938
213796209 -80,5937
218776162,4 -80,9937
223872113,9 -81,3937
229086765,3 -81,7937
234422881,5 -82,1937
239883291,9 -82,5936
245470891,6 -82,9936
251188643,2 -83,3936
257039578,3 -83,7936
263026799,2 -84,1935
269153480,4 -84,5935
275422870,3 -84,9935
281838293,1 -85,3935
288403150,3 -85,7935
295120922,7 -86,1934
301995172 -86,5934
309029543,3 -86,9934
316227766 -87,3934
323593656,9 -87,7933
331131121,5 -88,1933
338844156,1 -88,5933
346736850,5 -88,9933
354813389,2 -89,3932
363078054,8 -89,7932
371535229,1 -90,1932
380189396,3 -90,5932
389045145 -90,9931
398107170,6 -91,3931
407380277,8 -91,7931
416869383,5 -92,193
426579518,8 -92,593
436515832,2 -92,993
446683592,2 -93,3929
457088189,6 -93,7929
467735141,3 -94,1929
478630092,3 -94,5928
489778819,4 -94,9928
501187233,6 -95,3927
512861384 -95,7927
524807460,2 -96,1926
537031796,4 -96,5926
549540873,9 -96,9925
562341325,2 -97,3925
575439937,3 -97,7924
588843655,4 -98,1924
602559586,1 -98,5923
616595001,9 -98,9923
630957344,5 -99,3922
645654229 -99,7921
660693448 -100,192
676082975,4 -100,592
691830970,9 -100,992
707945784,4 -101,392
724435960,1 -101,792
741310241,3 -102,192
758577575 -102,592
776247116,6 -102,991
794328234,7 -103,391
812830516,2 -103,791
831763771,1 -104,191
851138038,2 -104,591
870963590 -104,991
891250938,1 -105,391
912010839,4 -105,791
933254300,8 -106,191
954992586 -106,59
977237221 -106,99
1000000000 -107,39
