10 82,2424
1737,800829 82,2317
1778,27941 82,2312
1819,700859 82,2306
1862,087137 82,2301
1905,460718 82,2295
1949,8446 82,2289
1995,262315 82,2283
2041,737945 82,2276
2089,296131 82,2269
2137,96209 82,2262
2187,761624 82,2254
2238,721139 82,2246
2290,867653 82,2238
2344,228815 82,2229
2398,832919 82,222
2454,708916 82,221
2511,886432 82,22
2570,395783 82,2189
2630,267992 82,2178
2691,534804 82,2167
2754,228703 82,2155
2818,382931 82,2142
2884,031503 82,2129
2951,209227 82,2115
3019,95172 82,21
3090,295433 82,2085
3162,27766 82,2069
3235,936569 82,2053
3311,311215 82,2035
3388,441561 82,2017
3467,368505 82,1998
3548,133892 82,1978
3630,780548 82,1957
3715,352291 82,1935
3801,893963 82,1912
3890,45145 82,1888
3981,071706 82,1863
4073,802778 82,1837
4168,693835 82,1809
4265,795188 82,178
4365,158322 82,175
4466,835922 82,1719
4570,881896 82,1686
4677,351413 82,1651
4786,300923 82,1615
4897,788194 82,1577
5011,872336 82,1538
5128,61384 82,1497
5248,074602 82,1453
5370,317964 82,1408
5495,408739 82,1361
5623,413252 82,1311
5754,399373 82,126
5888,436554 82,1205
6025,595861 82,1149
6165,950019 82,109
6309,573445 82,1028
6456,54229 82,0963
6606,93448 82,0895
6760,829754 82,0825
6918,309709 82,0751
7079,457844 82,0673
7244,359601 82,0593
7413,102413 82,0508
7585,77575 82,042
7762,471166 82,0328
7943,282347 82,0231
8128,305162 82,0131
8317,637711 82,0025
8511,380382 81,9916
8709,6359 81,9801
8912,509381 81,9681
9120,108394 81,9556
9332,543008 81,9425
9549,92586 81,9289
9772,37221 81,9147
10000 81,8998
10232,92992 81,8843
10471,28548 81,8681
10715,19305 81,8513
10964,78196 81,8337
11220,18454 81,8153
11481,53621 81,7962
11748,97555 81,7763
12022,64435 81,7555
12302,68771 81,7338
12589,25412 81,7113
12882,49552 81,6878
13182,56739 81,6633
13489,62883 81,6378
13803,84265 81,6113
14125,37545 81,5837
14454,39771 81,555
14791,08388 81,5251
15135,61248 81,4941
15488,16619 81,4618
15848,93192 81,4282
16218,10097 81,3934
16595,86907 81,3572
16982,43652 81,3196
17378,00829 81,2806
17782,7941 81,2401
18197,00859 81,1982
18620,87137 81,1546
19054,60718 81,1095
19498,446 81,0628
19952,62315 81,0144
20417,37945 80,9642
20892,96131 80,9124
21379,6209 80,8587
21877,61624 80,8032
22387,21139 80,7459
22908,67653 80,6866
23442,28815 80,6254
23988,32919 80,5623
24547,08916 80,4971
25118,86432 80,4299
25703,95783 80,3606
26302,67992 80,2892
26915,34804 80,2157
27542,28703 80,14
28183,82931 80,0622
28840,31503 79,9821
29512,09227 79,8999
30199,5172 79,8154
30902,95433 79,7286
31622,7766 79,6396
32359,36569 79,5483
33113,11215 79,4547
33884,41561 79,3588
34673,68505 79,2606
35481,33892 79,1601
36307,80548 79,0573
37153,52291 78,9522
38018,93963 78,8448
38904,5145 78,7352
39810,71706 78,6232
40738,02778 78,509
41686,93835 78,3925
42657,95188 78,2739
43651,58322 78,153
44668,35922 78,0299
45708,81896 77,9046
46773,51413 77,7772
47863,00923 77,6477
48977,88194 77,5161
50118,72336 77,3824
51286,1384 77,2467
52480,74602 77,109
53703,17964 76,9694
54954,08739 76,8278
56234,13252 76,6844
57543,99373 76,5391
58884,36554 76,392
60255,95861 76,2431
61659,50019 76,0925
63095,73445 75,9402
64565,4229 75,7862
66069,3448 75,6306
67608,29754 75,4735
69183,09709 75,3148
70794,57844 75,1546
72443,59601 74,993
74131,02413 74,83
75857,7575 74,6656
77624,71166 74,4999
79432,82347 74,3329
81283,05162 74,1647
83176,37711 73,9952
85113,80382 73,8246
87096,359 73,6528
89125,09381 73,4799
91201,08394 73,306
93325,43008 73,131
95499,2586 72,9551
97723,7221 72,7782
100000 72,6003
102329,2992 72,4216
104712,8548 72,242
107151,9305 72,0616
109647,8196 71,8804
112201,8454 71,6984
114815,3621 71,5157
117489,7555 71,3323
120226,4435 71,1482
123026,8771 70,9634
125892,5412 70,778
128824,9552 70,5919
131825,6739 70,4053
134896,2883 70,2181
138038,4265 70,0304
141253,7545 69,8422
144543,9771 69,6535
147910,8388 69,4642
151356,1248 69,2746
154881,6619 69,0844
158489,3192 68,8939
162181,0097 68,7029
165958,6907 68,5116
169824,3652 68,3199
173780,0829 68,1278
177827,941 67,9354
181970,0859 67,7427
186208,7137 67,5496
190546,0718 67,3562
194984,46 67,1626
199526,2315 66,9687
204173,7945 66,7745
208929,6131 66,58
213796,209 66,3853
218776,1624 66,1904
223872,1139 65,9953
229086,7653 65,7999
234422,8815 65,6043
239883,2919 65,4086
245470,8916 65,2126
251188,6432 65,0165
257039,5783 64,8202
263026,7992 64,6237
269153,4804 64,4271
275422,8703 64,2304
281838,2931 64,0334
288403,1503 63,8364
295120,9227 63,6392
301995,172 63,4419
309029,5433 63,2445
316227,766 63,047
323593,6569 62,8493
331131,1215 62,6516
338844,1561 62,4537
346736,8505 62,2558
354813,3892 62,0577
363078,0548 61,8596
371535,2291 61,6614
380189,3963 61,4631
389045,145 61,2647
398107,1706 61,0663
407380,2778 60,8678
416869,3835 60,6692
426579,5188 60,4705
436515,8322 60,2718
446683,5922 60,0731
457088,1896 59,8743
467735,1413 59,6754
478630,0923 59,4765
489778,8194 59,2775
501187,2336 59,0785
512861,384 58,8794
524807,4602 58,6803
537031,7964 58,4812
549540,8739 58,282
562341,3252 58,0828
575439,9373 57,8835
588843,6554 57,6842
602559,5861 57,4849
616595,0019 57,2856
630957,3445 57,0862
645654,229 56,8868
660693,448 56,6873
676082,9754 56,4879
691830,9709 56,2884
707945,7844 56,0889
724435,9601 55,8893
741310,2413 55,6898
758577,575 55,4902
776247,1166 55,2906
794328,2347 55,091
812830,5162 54,8914
831763,7711 54,6917
851138,0382 54,4921
870963,59 54,2924
891250,9381 54,0927
912010,8394 53,893
933254,3008 53,6932
954992,586 53,4935
977237,221 53,2938
1000000 53,094
1023292,992 52,8942
1047128,548 52,6944
1071519,305 52,4946
1096478,196 52,2948
1122018,454 52,095
1148153,621 51,8952
1174897,555 51,6953
1202264,435 51,4955
1230268,771 51,2956
1258925,412 51,0958
1288249,552 50,8959
1318256,739 50,696
1348962,883 50,4961
1380384,265 50,2962
1412537,545 50,0963
1445439,771 49,8964
1479108,388 49,6965
1513561,248 49,4966
1548816,619 49,2967
1584893,192 49,0967
1621810,097 48,8968
1659586,907 48,6968
1698243,652 48,4969
1737800,829 48,2969
1778279,41 48,097
1819700,859 47,897
1862087,137 47,697
1905460,718 47,497
1949844,6 47,2971
1995262,315 47,0971
2041737,945 46,8971
2089296,131 46,6971
2137962,09 46,4971
2187761,624 46,2971
2238721,139 46,097
2290867,653 45,897
2344228,815 45,697
2398832,919 45,497
2454708,916 45,2969
2511886,432 45,0969
2570395,783 44,8968
2630267,992 44,6968
2691534,804 44,4967
2754228,703 44,2966
2818382,931 44,0966
2884031,503 43,8965
2951209,227 43,6964
3019951,72 43,4963
3090295,433 43,2962
3162277,66 43,0961
3235936,569 42,896
3311311,215 42,6958
3388441,561 42,4957
3467368,505 42,2956
3548133,892 42,0954
3630780,548 41,8953
3715352,291 41,6951
3801893,963 41,4949
3890451,45 41,2947
3981071,706 41,0946
4073802,778 40,8943
4168693,835 40,6941
4265795,188 40,4939
4365158,322 40,2937
4466835,922 40,0934
4570881,896 39,8931
4677351,413 39,6929
4786300,923 39,4926
4897788,194 39,2923
5011872,336 39,0919
5128613,84 38,8916
5248074,602 38,6912
5370317,964 38,4909
5495408,739 38,2905
5623413,252 38,0901
5754399,373 37,8896
5888436,554 37,6892
6025595,861 37,4887
6165950,019 37,2882
6309573,445 37,0877
6456542,29 36,8871
6606934,48 36,6866
6760829,754 36,486
6918309,709 36,2853
7079457,844 36,0847
7244359,601 35,884
7413102,413 35,6832
7585775,75 35,4825
7762471,166 35,2817
7943282,347 35,0809
8128305,162 34,88
8317637,711 34,6791
8511380,382 34,4781
8709635,9 34,2771
8912509,381 34,0761
9120108,394 33,875
9332543,008 33,6738
9549925,86 33,4726
9772372,21 33,2713
10000000 33,07
10232929,92 32,8686
10471285,48 32,6672
10715193,05 32,4657
10964781,96 32,2641
11220184,54 32,0624
11481536,21 31,8607
11748975,55 31,6588
12022644,35 31,4569
12302687,71 31,2549
12589254,12 31,0528
12882495,52 30,8506
13182567,39 30,6483
13489628,83 30,4459
13803842,65 30,2434
14125375,45 30,0408
14454397,71 29,838
14791083,88 29,6351
15135612,48 29,4321
15488166,19 29,229
15848931,92 29,0257
16218100,97 28,8222
16595869,07 28,6186
16982436,52 28,4148
17378008,29 28,2108
17782794,1 28,0066
18197008,59 27,8023
18620871,37 27,5977
19054607,18 27,393
19498446 27,188
19952623,15 26,9828
20417379,45 26,7773
20892961,31 26,5716
21379620,9 26,3656
21877616,24 26,1593
22387211,39 25,9528
22908676,53 25,746
23442288,15 25,5388
23988329,19 25,3313
24547089,16 25,1235
25118864,32 24,9153
25703957,83 24,7067
26302679,92 24,4977
26915348,04 24,2883
27542287,03 24,0785
28183829,31 23,8682
28840315,03 23,6575
29512092,27 23,4463
30199517,2 23,2345
30902954,33 23,0223
31622776,6 22,8094
32359365,69 22,596
33113112,15 22,382
33884415,61 22,1674
34673685,05 21,9521
35481338,92 21,7361
36307805,48 21,5193
37153522,91 21,3019
38018939,63 21,0836
38904514,5 20,8645
39810717,06 20,6446
40738027,78 20,4238
41686938,35 20,2021
42657951,88 19,9794
43651583,22 19,7558
44668359,22 19,531
45708818,96 19,3052
46773514,13 19,0783
47863009,23 18,8502
48977881,94 18,6209
50118723,36 18,3903
51286138,4 18,1584
52480746,02 17,9252
53703179,64 17,6905
54954087,39 17,4544
56234132,52 17,2167
57543993,73 16,9775
58884365,54 16,7366
60255958,61 16,494
61659500,19 16,2497
63095734,45 16,0035
64565422,9 15,7554
66069344,8 15,5054
67608297,54 15,2534
69183097,09 14,9993
70794578,44 14,743
72443596,01 14,4845
74131024,13 14,2237
75857757,5 13,9606
77624711,66 13,695
79432823,47 13,4269
81283051,62 13,1562
83176377,11 12,8829
85113803,82 12,6068
87096359 12,3279
89125093,81 12,0461
91201083,94 11,7614
93325430,08 11,4737
95499258,6 11,1828
97723722,1 10,8888
100000000 10,5915
102329299,2 10,2909
104712854,8 9,98688
107151930,5 9,67942
109647819,6 9,36844
112201845,4 9,05386
114815362,1 8,73564
117489755,5 8,4137
120226443,5 8,08799
123026877,1 7,75845
125892541,2 7,42503
128824955,2 7,08769
131825673,9 6,74637
134896288,3 6,40103
138038426,5 6,05164
141253754,5 5,69816
144543977,1 5,34056
147910838,8 4,97882
151356124,8 4,6129
154881661,9 4,2428
158489319,2 3,8685
162181009,7 3,48999
165958690,7 3,10727
169824365,2 2,72035
173780082,9 2,32922
177827941 1,9339
181970085,9 1,53441
186208713,7 1,13076
190546071,8 0,722993
194984460 0,311129
199526231,5 -0,104793
204173794,5 -0,52473
208929613,1 -0,948638
213796209 -1,37646
218776162,4 -1,80815
223872113,9 -2,24365
229086765,3 -2,68288
234422881,5 -3,12578
239883291,9 -3,57228
245470891,6 -4,02231
251188643,2 -4,47577
257039578,3 -4,93259
263026799,2 -5,39268
269153480,4 -5,85595
275422870,3 -6,32231
281838293,1 -6,79166
288403150,3 -7,2639
295120922,7 -7,73894
301995172 -8,21666
309029543,3 -8,69697
316227766 -9,17975
323593656,9 -9,6649
331131121,5 -10,1523
338844156,1 -10,6419
346736850,5 -11,1335
354813389,2 -11,627
363078054,8 -12,1223
371535229,1 -12,6194
380189396,3 -13,118
389045145 -13,6181
398107170,6 -14,1196
407380277,8 -14,6223
416869383,5 -15,1261
426579518,8 -15,631
436515832,2 -16,1368
446683592,2 -16,6433
457088189,6 -17,1506
467735141,3 -17,6585
478630092,3 -18,1668
489778819,4 -18,6756
501187233,6 -19,1846
512861384 -19,6937
524807460,2 -20,203
537031796,4 -20,7122
549540873,9 -21,2213
562341325,2 -21,7302
575439937,3 -22,2388
588843655,4 -22,747
602559586,1 -23,2548
616595001,9 -23,762
630957344,5 -24,2686
645654229 -24,7744
660693448 -25,2796
676082975,4 -25,7838
691830970,9 -26,2872
707945784,4 -26,7896
724435960,1 -27,291
741310241,3 -27,7913
758577575 -28,2904
776247116,6 -28,7884
794328234,7 -29,2852
812830516,2 -29,7807
831763771,1 -30,275
851138038,2 -30,7679
870963590 -31,2594
891250938,1 -31,7496
912010839,4 -32,2385
933254300,8 -32,7259
954992586 -33,2119
977237221 -33,6964
1000000000 -34,1796
