10 48,298
23988,32919 48,2979
24547,08916 48,2979
25118,86432 48,2979
25703,95783 48,2979
26302,67992 48,2979
26915,34804 48,2979
27542,28703 48,2979
28183,82931 48,2979
28840,31503 48,2979
29512,09227 48,2979
30199,5172 48,2979
30902,95433 48,2978
31622,7766 48,2978
32359,36569 48,2978
33113,11215 48,2978
33884,41561 48,2978
34673,68505 48,2978
35481,33892 48,2978
36307,80548 48,2978
37153,52291 48,2978
38018,93963 48,2978
38904,5145 48,2978
39810,71706 48,2978
40738,02778 48,2977
41686,93835 48,2977
42657,95188 48,2977
43651,58322 48,2977
44668,35922 48,2977
45708,81896 48,2977
46773,51413 48,2977
47863,00923 48,2977
48977,88194 48,2976
50118,72336 48,2976
51286,1384 48,2976
52480,74602 48,2976
53703,17964 48,2976
54954,08739 48,2976
56234,13252 48,2975
57543,99373 48,2975
58884,36554 48,2975
60255,95861 48,2975
61659,50019 48,2974
63095,73445 48,2974
64565,4229 48,2974
66069,3448 48,2974
67608,29754 48,2973
69183,09709 48,2973
70794,57844 48,2973
72443,59601 48,2972
74131,02413 48,2972
75857,7575 48,2972
77624,71166 48,2971
79432,82347 48,2971
81283,05162 48,297
83176,37711 48,297
85113,80382 48,2969
87096,359 48,2969
89125,09381 48,2968
91201,08394 48,2968
93325,43008 48,2967
95499,2586 48,2967
97723,7221 48,2966
100000 48,2965
102329,2992 48,2965
104712,8548 48,2964
107151,9305 48,2963
109647,8196 48,2963
112201,8454 48,2962
114815,3621 48,2961
117489,7555 48,296
120226,4435 48,2959
123026,8771 48,2958
125892,5412 48,2957
128824,9552 48,2956
131825,6739 48,2955
134896,2883 48,2954
138038,4265 48,2952
141253,7545 48,2951
144543,9771 48,295
147910,8388 48,2948
151356,1248 48,2947
154881,6619 48,2945
158489,3192 48,2944
162181,0097 48,2942
165958,6907 48,294
169824,3652 48,2938
173780,0829 48,2936
177827,941 48,2934
181970,0859 48,2932
186208,7137 48,293
190546,0718 48,2928
194984,46 48,2925
199526,2315 48,2923
204173,7945 48,292
208929,6131 48,2917
213796,209 48,2914
218776,1624 48,2911
223872,1139 48,2908
229086,7653 48,2905
234422,8815 48,2901
239883,2919 48,2897
245470,8916 48,2893
251188,6432 48,2889
257039,5783 48,2885
263026,7992 48,2881
269153,4804 48,2876
275422,8703 48,2871
281838,2931 48,2866
288403,1503 48,2861
295120,9227 48,2855
301995,172 48,2849
309029,5433 48,2843
316227,766 48,2836
323593,6569 48,283
331131,1215 48,2823
338844,1561 48,2815
346736,8505 48,2808
354813,3892 48,2799
363078,0548 48,2791
371535,2291 48,2782
380189,3963 48,2773
389045,145 48,2763
398107,1706 48,2753
407380,2778 48,2742
416869,3835 48,2731
426579,5188 48,2719
436515,8322 48,2707
446683,5922 48,2694
457088,1896 48,2681
467735,1413 48,2667
478630,0923 48,2652
489778,8194 48,2637
501187,2336 48,2621
512861,384 48,2604
524807,4602 48,2587
537031,7964 48,2568
549540,8739 48,2549
562341,3252 48,2529
575439,9373 48,2508
588843,6554 48,2486
602559,5861 48,2462
616595,0019 48,2438
630957,3445 48,2413
645654,229 48,2387
660693,448 48,2359
676082,9754 48,233
691830,9709 48,23
707945,7844 48,2268
724435,9601 48,2235
741310,2413 48,22
758577,575 48,2164
776247,1166 48,2126
794328,2347 48,2086
812830,5162 48,2045
831763,7711 48,2001
851138,0382 48,1956
870963,59 48,1909
891250,9381 48,1859
912010,8394 48,1807
933254,3008 48,1753
954992,586 48,1696
977237,221 48,1637
1000000 48,1575
1023292,992 48,1511
1047128,548 48,1443
1071519,305 48,1373
1096478,196 48,1299
1122018,454 48,1222
1148153,621 48,1141
1174897,555 48,1057
1202264,435 48,097
1230268,771 48,0878
1258925,412 48,0782
1288249,552 48,0683
1318256,739 48,0579
1348962,883 48,047
1380384,265 48,0356
1412537,545 48,0238
1445439,771 48,0115
1479108,388 47,9986
1513561,248 47,9852
1548816,619 47,9712
1584893,192 47,9567
1621810,097 47,9415
1659586,907 47,9257
1698243,652 47,9092
1737800,829 47,892
1778279,41 47,8742
1819700,859 47,8556
1862087,137 47,8362
1905460,718 47,8161
1949844,6 47,7952
1995262,315 47,7734
2041737,945 47,7508
2089296,131 47,7273
2137962,09 47,7029
2187761,624 47,6776
2238721,139 47,6513
2290867,653 47,624
2344228,815 47,5957
2398832,919 47,5663
2454708,916 47,5359
2511886,432 47,5043
2570395,783 47,4717
2630267,992 47,4378
2691534,804 47,4029
2754228,703 47,3667
2818382,931 47,3293
2884031,503 47,2906
2951209,227 47,2507
3019951,72 47,2094
3090295,433 47,1669
3162277,66 47,123
3235936,569 47,0778
3311311,215 47,0312
3388441,561 46,9833
3467368,505 46,9339
3548133,892 46,8832
3630780,548 46,831
3715352,291 46,7774
3801893,963 46,7224
3890451,45 46,666
3981071,706 46,6082
4073802,778 46,5489
4168693,835 46,4882
4265795,188 46,4261
4365158,322 46,3626
4466835,922 46,2977
4570881,896 46,2315
4677351,413 46,1639
4786300,923 46,095
4897788,194 46,0247
5011872,336 45,9532
5128613,84 45,8804
5248074,602 45,8064
5370317,964 45,7312
5495408,739 45,6549
5623413,252 45,5774
5754399,373 45,4988
5888436,554 45,4192
6025595,861 45,3386
6165950,019 45,2571
6309573,445 45,1746
6456542,29 45,0912
6606934,48 45,007
6760829,754 44,922
6918309,709 44,8363
7079457,844 44,7498
7244359,601 44,6627
7413102,413 44,575
7585775,75 44,4866
7762471,166 44,3977
7943282,347 44,3082
8128305,162 44,2182
8317637,711 44,1277
8511380,382 44,0366
8709635,9 43,9451
8912509,381 43,8531
9120108,394 43,7605
9332543,008 43,6674
9549925,86 43,5738
9772372,21 43,4795
10000000 43,3846
10232929,92 43,2889
10471285,48 43,1924
10715193,05 43,0949
10964781,96 42,9965
11220184,54 42,8969
11481536,21 42,7959
11748975,55 42,6935
12022644,35 42,5894
12302687,71 42,4835
12589254,12 42,3755
12882495,52 42,2651
13182567,39 42,1521
13489628,83 42,0363
13803842,65 41,9172
14125375,45 41,7946
14454397,71 41,668
14791083,88 41,5372
15135612,48 41,4018
15488166,19 41,2613
15848931,92 41,1153
16218100,97 40,9634
16595869,07 40,8052
16982436,52 40,6403
17378008,29 40,4682
17782794,1 40,2885
18197008,59 40,1008
18620871,37 39,9047
19054607,18 39,6999
19498446 39,486
19952623,15 39,2628
20417379,45 39,0299
20892961,31 38,7871
21379620,9 38,5344
21877616,24 38,2715
22387211,39 37,9983
22908676,53 37,7149
23442288,15 37,4213
23988329,19 37,1174
24547089,16 36,8035
25118864,32 36,4795
25703957,83 36,1458
26302679,92 35,8025
26915348,04 35,4497
27542287,03 35,0878
28183829,31 34,717
28840315,03 34,3375
29512092,27 33,9495
30199517,2 33,5534
30902954,33 33,1493
31622776,6 32,7374
32359365,69 32,3181
33113112,15 31,8914
33884415,61 31,4575
34673685,05 31,0165
35481338,92 30,5686
36307805,48 30,1139
37153522,91 29,6524
38018939,63 29,1841
38904514,5 28,709
39810717,06 28,2272
40738027,78 27,7385
41686938,35 27,2428
42657951,88 26,7401
43651583,22 26,2301
44668359,22 25,7128
45708818,96 25,1879
46773514,13 24,6552
47863009,23 24,1144
48977881,94 23,5653
50118723,36 23,0076
51286138,4 22,4409
52480746,02 21,8651
53703179,64 21,2796
54954087,39 20,6843
56234132,52 20,0787
57543993,73 19,4624
58884365,54 18,8352
60255958,61 18,1966
61659500,19 17,5463
63095734,45 16,8839
64565422,9 16,2092
66069344,8 15,5218
67608297,54 14,8213
69183097,09 14,1076
70794578,44 13,3804
72443596,01 12,6393
74131024,13 11,8843
75857757,5 11,1151
77624711,66 10,3316
79432823,47 9,53367
81283051,62 8,72127
83176377,11 7,89433
85113803,82 7,05283
87096359 6,19678
89125093,81 5,32623
91201083,94 4,44126
93325430,08 3,54196
95499258,6 2,62846
97723722,1 1,7009
100000000 0,759449
102329299,2 -0,195709
104712854,8 -1,16437
107151930,5 -2,14633
109647819,6 -3,14135
112201845,4 -4,14919
114815362,1 -5,16961
117489755,5 -6,20236
120226443,5 -7,24717
123026877,1 -8,30378
125892541,2 -9,37193
128824955,2 -10,4513
131825673,9 -11,5417
134896288,3 -12,6429
138038426,5 -13,7544
141253754,5 -14,8762
144543977,1 -16,0079
147910838,8 -17,1491
151356124,8 -18,2998
154881661,9 -19,4596
158489319,2 -20,6282
162181009,7 -21,8054
165958690,7 -22,9909
169824365,2 -24,1845
173780082,9 -25,3859
177827941 -26,5948
181970085,9 -27,8111
186208713,7 -29,0344
190546071,8 -30,2645
194984460 -31,5012
199526231,5 -32,7443
204173794,5 -33,9934
208929613,1 -35,2484
213796209 -36,509
218776162,4 -37,7749
223872113,9 -39,046
229086765,3 -40,3219
234422881,5 -41,6024
239883291,9 -42,8873
245470891,6 -44,1763
251188643,2 -45,469
257039578,3 -46,7652
263026799,2 -48,0645
269153480,4 -49,3667
275422870,3 -50,6713
281838293,1 -51,978
288403150,3 -53,2863
295120922,7 -54,5957
301995172 -55,9058
309029543,3 -57,2158
316227766 -58,5253
323593656,9 -59,8333
331131121,5 -61,1391
338844156,1 -62,4418
346736850,5 -63,7403
354813389,2 -65,0333
363078054,8 -66,3197
371535229,1 -67,5978
380189396,3 -68,8661
389045145 -70,1226
398107170,6 -71,3652
407380277,8 -72,5918
416869383,5 -73,7999
426579518,8 -74,9869
436515832,2 -76,15
446683592,2 -77,2863
457088189,6 -78,393
467735141,3 -79,4672
478630092,3 -80,5062
489778819,4 -81,5073
501187233,6 -82,4684
512861384 -83,3877
524807460,2 -84,2638
537031796,4 -85,0958
549540873,9 -85,8836
562341325,2 -86,6275
575439937,3 -87,3283
588843655,4 -87,9872
602559586,1 -88,6061
616595001,9 -89,1868
630957344,5 -89,7316
645654229 -90,2429
660693448 -90,7232
676082975,4 -91,1748
691830970,9 -91,6001
707945784,4 -92,0014
724435960,1 -92,3809
741310241,3 -92,7408
758577575 -93,0828
776247116,6 -93,4088
794328234,7 -93,7205
812830516,2 -94,0193
831763771,1 -94,3066
851138038,2 -94,5836
870963590 -94,8516
891250938,1 -95,1114
912010839,4 -95,364
933254300,8 -95,6102
954992586 -95,8508
977237221 -96,0863
1000000000 -96,3175
