"FREQ","R1(1)"
2344228.815,27.6227
2398832.919,27.6236
2454708.916,27.6245
2511886.432,27.6254
2570395.783,27.6265
2630267.992,27.6275
2691534.804,27.6286
2754228.703,27.6298
2818382.931,27.631
2884031.503,27.6323
2951209.227,27.6336
3019951.72,27.635
3090295.433,27.6365
3162277.66,27.6381
3235936.569,27.6397
3311311.215,27.6414
3388441.561,27.6431
3467368.505,27.645
3548133.892,27.6469
3630780.548,27.649
3715352.291,27.6511
3801893.963,27.6534
3890451.45,27.6557
3981071.706,27.6582
4073802.778,27.6608
4168693.835,27.6635
4265795.188,27.6663
4365158.322,27.6693
4466835.922,27.6724
4570881.896,27.6757
4677351.413,27.6791
4786300.923,27.6827
4897788.194,27.6864
5011872.336,27.6904
5128613.84,27.6945
5248074.602,27.6989
5370317.964,27.7034
5495408.739,27.7082
5623413.252,27.7132
5754399.373,27.7185
5888436.554,27.724
6025595.861,27.7298
6165950.019,27.7359
6309573.445,27.7422
6456542.29,27.7489
6606934.48,27.756
6760829.754,27.7633
6918309.709,27.7711
7079457.844,27.7792
7244359.601,27.7877
7413102.413,27.7967
7585775.75,27.8061
7762471.166,27.816
7943282.347,27.8264
8128305.162,27.8373
8317637.711,27.8487
8511380.382,27.8608
8709635.9,27.8735
8912509.381,27.8868
9120108.394,27.9008
9332543.008,27.9155
9549925.86,27.931
9772372.21,27.9472
10000000,27.9644
10232929.92,27.9824
10471285.48,28.0014
10715193.05,28.0214
10964781.96,28.0424
11220184.54,28.0645
11481536.21,28.0879
11748975.55,28.1125
12022644.35,28.1384
12302687.71,28.1657
12589254.12,28.1945
12882495.52,28.2248
13182567.39,28.2568
13489628.83,28.2906
13803842.65,28.3263
14125375.45,28.364
14454397.71,28.4037
14791083.88,28.4458
15135612.48,28.4902
15488166.19,28.5371
15848931.92,28.5867
16218100.97,28.6392
16595869.07,28.6948
16982436.52,28.7537
17378008.29,28.816
17782794.1,28.882
18197008.59,28.9521
18620871.37,29.0264
19054607.18,29.1052
19498446,29.1889
19952623.15,29.2779
20417379.45,29.3724
20892961.31,29.4731
21379620.9,29.5802
21877616.24,29.6944
22387211.39,29.8161
22908676.53,29.9461
23442288.15,30.0849
23988329.19,30.2334
24547089.16,30.3924
25118864.32,30.5629
25703957.83,30.7459
26302679.92,30.9426
26915348.04,31.1544
27542287.03,31.383
28183829.31,31.63
28840315.03,31.8977
29512092.27,32.1883
30199517.2,32.5048
30902954.33,32.8505
31622776.6,33.2295
32359365.69,33.6467
33113112.15,34.1081
33884415.61,34.621
34673685.05,35.1951
35481338.92,35.8423
36307805.48,36.5789
37153522.91,37.4267
38018939.63,38.4166
38904514.5,39.5938
39810717.06,41.0289
40738027.78,42.8399
41686938.35,45.2459
42657951.88,48.7131
43651583.22,54.2995
44668359.22,57.3813
45708818.96,50.421
46773514.13,45.6997
47863009.23,42.4419
48977881.94,39.9504
50118723.36,37.9191
51286138.4,36.1925
52480746.02,34.6816
53703179.64,33.3311
54954087.39,32.1042
56234132.52,30.9752
57543993.73,29.9254
58884365.54,28.941
60255958.61,28.0111
61659500.19,27.1275
63095734.45,26.2832
64565422.9,25.4728
66069344.8,24.6918
67608297.54,23.9362
69183097.09,23.2029
70794578.44,22.489
72443596.01,21.792
74131024.13,21.1099
75857757.5,20.4407
77624711.66,19.7827
79432823.47,19.1344
81283051.62,18.4942
83176377.11,17.861
85113803.82,17.2334
87096359,16.6103
89125093.81,15.9906
91201083.94,15.3732
93325430.08,14.7572
95499258.6,14.1414
97723722.1,13.525
100000000,12.907
102329299.2,12.2864
104712854.8,11.6623
107151930.5,11.0338
109647819.6,10.4001
112201845.4,9.76009
114815362.1,9.11301
117489755.5,8.45797
120226443.5,7.7941
123026877.1,7.12059
125892541.2,6.43661
128824955.2,5.74142
131825673.9,5.03426
134896288.3,4.31447
138038426.5,3.5814
141253754.5,2.83449
144543977.1,2.07321
147910838.8,1.29712
151356124.8,0.505852
154881661.9,-0.300903
158489319.2,-1.12337
162181009.7,-1.96172
165958690.7,-2.81603
169824365.2,-3.68632
173780082.9,-4.57256
177827941,-5.47463
181970085.9,-6.39239
186208713.7,-7.32564
190546071.8,-8.27414
194984460,-9.23762
199526231.5,-10.2158
204173794.5,-11.2083
208929613.1,-12.2149
213796209,-13.2351
218776162.4,-14.2687
223872113.9,-15.3153
229086765.3,-16.3744
234422881.5,-17.4459
239883291.9,-18.5293
245470891.6,-19.6244
251188643.2,-20.7307
257039578.3,-21.8479
263026799.2,-22.9757
269153480.4,-24.1139
275422870.3,-25.262
281838293.1,-26.4199
288403150.3,-27.5871
295120922.7,-28.7634
301995172,-29.9486
309029543.3,-31.1421
316227766,-32.3439
323593656.9,-33.5534
331131121.5,-34.7704
338844156.1,-35.9945
346736850.5,-37.2253
354813389.2,-38.4624
363078054.8,-39.7052
371535229.1,-40.9532
380189396.3,-42.2058
389045145,-43.4623
398107170.6,-44.7219
407380277.8,-45.9836
416869383.5,-47.2463
426579518.8,-48.5087
436515832.2,-49.7693
446683592.2,-51.0264
457088189.6,-52.278
467735141.3,-53.5215
478630092.3,-54.7544
489778819.4,-55.9735
501187233.6,-57.1752
512861384,-58.3558
524807460.2,-59.5108
537031796.4,-60.636
549540873.9,-61.7266
562341325.2,-62.7782
575439937.3,-63.7864
588843655.4,-64.7476
602559586.1,-65.6588
616595001.9,-66.5181
630957344.5,-67.3244
645654229,-68.078
660693448,-68.7803
676082975.4,-69.4334
691830970.9,-70.0402
707945784.4,-70.6041
724435960.1,-71.1288
741310241.3,-71.6181
758577575,-72.0756
776247116.6,-72.5047
794328234.7,-72.9085
812830516.2,-73.2899
831763771.1,-73.6516
851138038.2,-73.9957
870963590,-74.3241
891250938.1,-74.6388
912010839.4,-74.9411
933254300.8,-75.2324
954992586,-75.5138
977237221,-75.7866
1000000000,-76.0514
