1 121,326
416,8693835 120,566
426,5795188 120,533
436,5158322 120,499
446,6835922 120,463
457,0881896 120,427
467,7351413 120,389
478,6300923 120,349
489,7788194 120,308
501,1872336 120,265
512,861384 120,221
524,8074602 120,176
537,0317964 120,128
549,5408739 120,079
562,3413252 120,028
575,4399373 119,976
588,8436554 119,921
602,5595861 119,865
616,5950019 119,807
630,9573445 119,747
645,654229 119,685
660,693448 119,621
676,0829754 119,555
691,8309709 119,487
707,9457844 119,417
724,4359601 119,345
741,3102413 119,271
758,577575 119,194
776,2471166 119,116
794,3282347 119,035
812,8305162 118,952
831,7637711 118,866
851,1380382 118,779
870,96359 118,689
891,2509381 118,597
912,0108394 118,502
933,2543008 118,405
954,992586 118,306
977,237221 118,205
1000 118,101
1023,292992 117,995
1047,128548 117,887
1071,519305 117,776
1096,478196 117,664
1122,018454 117,549
1148,153621 117,431
1174,897555 117,312
1202,264435 117,19
1230,268771 117,066
1258,925412 116,94
1288,249552 116,812
1318,256739 116,681
1348,962883 116,549
1380,384265 116,415
1412,537545 116,278
1445,439771 116,14
1479,108388 115,999
1513,561248 115,857
1548,816619 115,713
1584,893192 115,567
1621,810097 115,419
1659,586907 115,27
1698,243652 115,118
1737,800829 114,965
1778,27941 114,811
1819,700859 114,655
1862,087137 114,497
1905,460718 114,338
1949,8446 114,177
1995,262315 114,015
2041,737945 113,851
2089,296131 113,686
2137,96209 113,52
2187,761624 113,353
2238,721139 113,184
2290,867653 113,014
2344,228815 112,843
2398,832919 112,671
2454,708916 112,497
2511,886432 112,323
2570,395783 112,148
2630,267992 111,971
2691,534804 111,794
2754,228703 111,616
2818,382931 111,437
2884,031503 111,257
2951,209227 111,076
3019,95172 110,895
3090,295433 110,713
3162,27766 110,53
3235,936569 110,346
3311,311215 110,161
3388,441561 109,976
3467,368505 109,791
3548,133892 109,605
3630,780548 109,418
3715,352291 109,23
3801,893963 109,042
3890,45145 108,854
3981,071706 108,665
4073,802778 108,476
4168,693835 108,286
4265,795188 108,096
4365,158322 107,905
4466,835922 107,714
4570,881896 107,522
4677,351413 107,33
4786,300923 107,138
4897,788194 106,946
5011,872336 106,753
5128,61384 106,56
5248,074602 106,366
5370,317964 106,172
5495,408739 105,978
5623,413252 105,784
5754,399373 105,59
5888,436554 105,395
6025,595861 105,2
6165,950019 105,005
6309,573445 104,809
6456,54229 104,613
6606,93448 104,418
6760,829754 104,222
6918,309709 104,025
7079,457844 103,829
7244,359601 103,633
7413,102413 103,436
7585,77575 103,239
7762,471166 103,042
7943,282347 102,845
8128,305162 102,648
8317,637711 102,45
8511,380382 102,253
8709,6359 102,055
8912,509381 101,858
9120,108394 101,66
9332,543008 101,462
9549,92586 101,264
9772,37221 101,066
10000 100,868
10232,92992 100,67
10471,28548 100,471
10715,19305 100,273
10964,78196 100,074
11220,18454 99,8758
11481,53621 99,6772
11748,97555 99,4785
12022,64435 99,2798
12302,68771 99,081
12589,25412 98,8822
12882,49552 98,6833
13182,56739 98,4844
13489,62883 98,2854
13803,84265 98,0864
14125,37545 97,8873
14454,39771 97,6882
14791,08388 97,489
15135,61248 97,2898
15488,16619 97,0906
15848,93192 96,8913
16218,10097 96,692
16595,86907 96,4927
16982,43652 96,2934
17378,00829 96,094
17782,7941 95,8946
18197,00859 95,6951
18620,87137 95,4957
19054,60718 95,2962
19498,446 95,0967
19952,62315 94,8971
20417,37945 94,6976
20892,96131 94,498
21379,6209 94,2984
21877,61624 94,0988
22387,21139 93,8992
22908,67653 93,6995
23442,28815 93,4998
23988,32919 93,3002
24547,08916 93,1005
25118,86432 92,9008
25703,95783 92,701
26302,67992 92,5013
26915,34804 92,3016
27542,28703 92,1018
28183,82931 91,9021
28840,31503 91,7023
29512,09227 91,5025
30199,5172 91,3027
30902,95433 91,1029
31622,7766 90,9031
32359,36569 90,7033
33113,11215 90,5034
33884,41561 90,3036
34673,68505 90,1037
35481,33892 89,9039
36307,80548 89,704
37153,52291 89,5042
38018,93963 89,3043
38904,5145 89,1044
39810,71706 88,9045
40738,02778 88,7046
41686,93835 88,5047
42657,95188 88,3048
43651,58322 88,1049
44668,35922 87,905
45708,81896 87,7051
46773,51413 87,5052
47863,00923 87,3053
48977,88194 87,1054
50118,72336 86,9054
51286,1384 86,7055
52480,74602 86,5056
53703,17964 86,3057
54954,08739 86,1057
56234,13252 85,9058
57543,99373 85,7058
58884,36554 85,5059
60255,95861 85,3059
61659,50019 85,106
63095,73445 84,906
64565,4229 84,7061
66069,3448 84,5061
67608,29754 84,3062
69183,09709 84,1062
70794,57844 83,9062
72443,59601 83,7063
74131,02413 83,5063
75857,7575 83,3063
77624,71166 83,1064
79432,82347 82,9064
81283,05162 82,7064
83176,37711 82,5065
85113,80382 82,3065
87096,359 82,1065
89125,09381 81,9065
91201,08394 81,7066
93325,43008 81,5066
95499,2586 81,3066
97723,7221 81,1066
100000 80,9066
102329,2992 80,7067
104712,8548 80,5067
107151,9305 80,3067
109647,8196 80,1067
112201,8454 79,9067
114815,3621 79,7067
117489,7555 79,5068
120226,4435 79,3068
123026,8771 79,1068
125892,5412 78,9068
128824,9552 78,7068
131825,6739 78,5068
134896,2883 78,3068
138038,4265 78,1069
141253,7545 77,9069
144543,9771 77,7069
147910,8388 77,5069
151356,1248 77,3069
154881,6619 77,1069
158489,3192 76,9069
162181,0097 76,7069
165958,6907 76,5069
169824,3652 76,307
173780,0829 76,107
177827,941 75,907
181970,0859 75,707
186208,7137 75,507
190546,0718 75,307
194984,46 75,107
199526,2315 74,907
204173,7945 74,707
208929,6131 74,507
213796,209 74,307
218776,1624 74,1071
223872,1139 73,9071
229086,7653 73,7071
234422,8815 73,5071
239883,2919 73,3071
245470,8916 73,1071
251188,6432 72,9071
257039,5783 72,7071
263026,7992 72,5071
269153,4804 72,3072
275422,8703 72,1072
281838,2931 71,9072
288403,1503 71,7072
295120,9227 71,5072
301995,172 71,3072
309029,5433 71,1072
316227,766 70,9072
323593,6569 70,7073
331131,1215 70,5073
338844,1561 70,3073
346736,8505 70,1073
354813,3892 69,9073
363078,0548 69,7073
371535,2291 69,5074
380189,3963 69,3074
389045,145 69,1074
398107,1706 68,9074
407380,2778 68,7074
416869,3835 68,5075
426579,5188 68,3075
436515,8322 68,1075
446683,5922 67,9075
457088,1896 67,7075
467735,1413 67,5076
478630,0923 67,3076
489778,8194 67,1076
501187,2336 66,9077
512861,384 66,7077
524807,4602 66,5077
537031,7964 66,3078
549540,8739 66,1078
562341,3252 65,9078
575439,9373 65,7079
588843,6554 65,5079
602559,5861 65,308
616595,0019 65,108
630957,3445 64,9081
645654,229 64,7081
660693,448 64,5082
676082,9754 64,3082
691830,9709 64,1083
707945,7844 63,9083
724435,9601 63,7084
741310,2413 63,5085
758577,575 63,3085
776247,1166 63,1086
794328,2347 62,9087
812830,5162 62,7088
831763,7711 62,5088
851138,0382 62,3089
870963,59 62,109
891250,9381 61,9091
912010,8394 61,7092
933254,3008 61,5093
954992,586 61,3094
977237,221 61,1096
1000000 60,9097
1023292,992 60,7098
1047128,548 60,5099
1071519,305 60,3101
1096478,196 60,1102
1122018,454 59,9104
1148153,621 59,7105
1174897,555 59,5107
1202264,435 59,3109
1230268,771 59,111
1258925,412 58,9112
1288249,552 58,7114
1318256,739 58,5116
1348962,883 58,3119
1380384,265 58,1121
1412537,545 57,9123
1445439,771 57,7126
1479108,388 57,5128
1513561,248 57,3131
1548816,619 57,1134
1584893,192 56,9137
1621810,097 56,714
1659586,907 56,5143
1698243,652 56,3147
1737800,829 56,115
1778279,41 55,9154
1819700,859 55,7158
1862087,137 55,5162
1905460,718 55,3167
1949844,6 55,1171
1995262,315 54,9176
2041737,945 54,7181
2089296,131 54,5186
2137962,09 54,3191
2187761,624 54,1197
2238721,139 53,9203
2290867,653 53,7209
2344228,815 53,5216
2398832,919 53,3223
2454708,916 53,123
2511886,432 52,9237
2570395,783 52,7245
2630267,992 52,5253
2691534,804 52,3262
2754228,703 52,1271
2818382,931 51,928
2884031,503 51,729
2951209,227 51,53
3019951,72 51,3311
3090295,433 51,1322
3162277,66 50,9334
3235936,569 50,7347
3311311,215 50,5359
3388441,561 50,3373
3467368,505 50,1387
3548133,892 49,9402
3630780,548 49,7417
3715352,291 49,5433
3801893,963 49,345
3890451,45 49,1468
3981071,706 48,9486
4073802,778 48,7506
4168693,835 48,5526
4265795,188 48,3547
4365158,322 48,1569
4466835,922 47,9592
4570881,896 47,7616
4677351,413 47,5642
4786300,923 47,3668
4897788,194 47,1696
5011872,336 46,9724
5128613,84 46,7754
5248074,602 46,5786
5370317,964 46,3819
5495408,739 46,1853
5623413,252 45,9889
5754399,373 45,7926
5888436,554 45,5965
6025595,861 45,4006
6165950,019 45,2049
6309573,445 45,0093
6456542,29 44,814
6606934,48 44,6188
6760829,754 44,4238
6918309,709 44,2291
7079457,844 44,0346
7244359,601 43,8403
7413102,413 43,6463
7585775,75 43,4525
7762471,166 43,259
7943282,347 43,0658
8128305,162 42,8728
8317637,711 42,6801
8511380,382 42,4877
8709635,9 42,2957
8912509,381 42,1039
9120108,394 41,9125
9332543,008 41,7215
9549925,86 41,5308
9772372,21 41,3404
10000000 41,1504
10232929,92 40,9609
10471285,48 40,7717
10715193,05 40,5829
10964781,96 40,3945
11220184,54 40,2066
11481536,21 40,0191
11748975,55 39,832
12022644,35 39,6454
12302687,71 39,4593
12589254,12 39,2737
12882495,52 39,0885
13182567,39 38,9038
13489628,83 38,7196
13803842,65 38,5359
14125375,45 38,3528
14454397,71 38,1701
14791083,88 37,988
15135612,48 37,8063
15488166,19 37,6252
15848931,92 37,4446
16218100,97 37,2645
16595869,07 37,0849
16982436,52 36,9059
17378008,29 36,7273
17782794,1 36,5491
18197008,59 36,3715
18620871,37 36,1943
19054607,18 36,0175
19498446 35,8411
19952623,15 35,6651
20417379,45 35,4894
20892961,31 35,3141
21379620,9 35,139
21877616,24 34,9642
22387211,39 34,7895
22908676,53 34,6151
23442288,15 34,4407
23988329,19 34,2664
24547089,16 34,092
25118864,32 33,9176
25703957,83 33,743
26302679,92 33,5681
26915348,04 33,393
27542287,03 33,2175
28183829,31 33,0414
28840315,03 32,8648
29512092,27 32,6875
30199517,2 32,5095
30902954,33 32,3305
31622776,6 32,1505
32359365,69 31,9693
33113112,15 31,7869
33884415,61 31,603
34673685,05 31,4177
35481338,92 31,2306
36307805,48 31,0417
37153522,91 30,8508
38018939,63 30,6578
38904514,5 30,4624
39810717,06 30,2646
40738027,78 30,0641
41686938,35 29,8608
42657951,88 29,6544
43651583,22 29,4449
44668359,22 29,232
45708818,96 29,0155
46773514,13 28,7952
47863009,23 28,5709
48977881,94 28,3425
50118723,36 28,1096
51286138,4 27,8722
52480746,02 27,6299
53703179,64 27,3827
54954087,39 27,1302
56234132,52 26,8722
57543993,73 26,6085
58884365,54 26,339
60255958,61 26,0633
61659500,19 25,7813
63095734,45 25,4928
64565422,9 25,1974
66069344,8 24,895
67608297,54 24,5854
69183097,09 24,2683
70794578,44 23,9435
72443596,01 23,6109
74131024,13 23,2701
75857757,5 22,9209
77624711,66 22,5632
79432823,47 22,1967
81283051,62 21,8211
83176377,11 21,4364
85113803,82 21,0423
87096359 20,6385
89125093,81 20,225
91201083,94 19,8014
93325430,08 19,3676
95499258,6 18,9234
97723722,1 18,4687
100000000 18,0032
102329299,2 17,5268
104712854,8 17,0394
107151930,5 16,5408
109647819,6 16,0308
112201845,4 15,5093
114815362,1 14,9762
117489755,5 14,4314
120226443,5 13,8747
123026877,1 13,3061
125892541,2 12,7255
128824955,2 12,1328
131825673,9 11,528
134896288,3 10,9109
138038426,5 10,2817
141253754,5 9,64013
144543977,1 8,9863
147910838,8 8,32018
151356124,8 7,64179
154881661,9 6,95113
158489319,2 6,24825
162181009,7 5,53319
165958690,7 4,806
169824365,2 4,06675
173780082,9 3,31552
177827941 2,55241
181970085,9 1,77751
186208713,7 0,990932
190546071,8 0,192805
194984460 -0,616744
199526231,5 -1,43757
204173794,5 -2,26953
208929613,1 -3,11246
213796209 -3,9662
218776162,4 -4,83057
223872113,9 -5,7054
229086765,3 -6,59049
234422881,5 -7,48567
239883291,9 -8,39072
245470891,6 -9,30546
251188643,2 -10,2297
257039578,3 -11,1632
263026799,2 -12,1057
269153480,4 -13,0571
275422870,3 -14,0172
281838293,1 -14,9856
288403150,3 -15,9623
295120922,7 -16,947
301995172 -17,9394
309029543,3 -18,9394
316227766 -19,9468
323593656,9 -20,9613
331131121,5 -21,9827
338844156,1 -23,0109
346736850,5 -24,0455
354813389,2 -25,0865
363078054,8 -26,1336
371535229,1 -27,1866
380189396,3 -28,2454
389045145 -29,3096
398107170,6 -30,3793
407380277,8 -31,454
416869383,5 -32,5338
426579518,8 -33,6184
436515832,2 -34,7077
446683592,2 -35,8014
457088189,6 -36,8995
467735141,3 -38,0017
478630092,3 -39,1079
489778819,4 -40,218
501187233,6 -41,3318
512861384 -42,4492
524807460,2 -43,57
537031796,4 -44,6941
549540873,9 -45,8214
562341325,2 -46,9518
575439937,3 -48,0852
588843655,4 -49,2213
602559586,1 -50,3602
616595001,9 -51,5016
630957344,5 -52,6456
645654229 -53,792
660693448 -54,9407
676082975,4 -56,0916
691830970,9 -57,2446
707945784,4 -58,3997
724435960,1 -59,5568
741310241,3 -60,7157
758577575 -61,8764
776247116,6 -63,0389
794328234,7 -64,203
812830516,2 -65,3687
831763771,1 -66,536
851138038,2 -67,7047
870963590 -68,8748
891250938,1 -70,0463
912010839,4 -71,2191
933254300,8 -72,3932
954992586 -73,5685
977237221 -74,7449
1000000000 -75,9224
