1 45,5678
234,4228815 45,5678
239,8832919 45,5678
245,4708916 45,5678
251,1886432 45,5678
257,0395783 45,5678
263,0267992 45,5678
269,1534804 45,5678
275,4228703 45,5678
281,8382931 45,5678
288,4031503 45,5678
295,1209227 45,5678
301,995172 45,5678
309,0295433 45,5678
316,227766 45,5678
323,5936569 45,5678
331,1311215 45,5678
338,8441561 45,5678
346,7368505 45,5678
354,8133892 45,5678
363,0780548 45,5678
371,5352291 45,5678
380,1893963 45,5678
389,045145 45,5678
398,1071706 45,5678
407,3802778 45,5678
416,8693835 45,5678
426,5795188 45,5678
436,5158322 45,5678
446,6835922 45,5678
457,0881896 45,5678
467,7351413 45,5678
478,6300923 45,5678
489,7788194 45,5678
501,1872336 45,5678
512,861384 45,5678
524,8074602 45,5678
537,0317964 45,5678
549,5408739 45,5678
562,3413252 45,5678
575,4399373 45,5678
588,8436554 45,5678
602,5595861 45,5678
616,5950019 45,5678
630,9573445 45,5678
645,654229 45,5678
660,693448 45,5678
676,0829754 45,5678
691,8309709 45,5678
707,9457844 45,5678
724,4359601 45,5678
741,3102413 45,5678
758,577575 45,5678
776,2471166 45,5678
794,3282347 45,5678
812,8305162 45,5678
831,7637711 45,5678
851,1380382 45,5678
870,96359 45,5678
891,2509381 45,5678
912,0108394 45,5678
933,2543008 45,5678
954,992586 45,5678
977,237221 45,5678
1000 45,5678
1023,292992 45,5678
1047,128548 45,5678
1071,519305 45,5678
1096,478196 45,5678
1122,018454 45,5678
1148,153621 45,5678
1174,897555 45,5678
1202,264435 45,5678
1230,268771 45,5678
1258,925412 45,5678
1288,249552 45,5678
1318,256739 45,5678
1348,962883 45,5678
1380,384265 45,5678
1412,537545 45,5678
1445,439771 45,5678
1479,108388 45,5678
1513,561248 45,5678
1548,816619 45,5678
1584,893192 45,5678
1621,810097 45,5678
1659,586907 45,5678
1698,243652 45,5678
1737,800829 45,5678
1778,27941 45,5678
1819,700859 45,5678
1862,087137 45,5678
1905,460718 45,5678
1949,8446 45,5678
1995,262315 45,5678
2041,737945 45,5678
2089,296131 45,5678
2137,96209 45,5678
2187,761624 45,5678
2238,721139 45,5678
2290,867653 45,5678
2344,228815 45,5678
2398,832919 45,5678
2454,708916 45,5678
2511,886432 45,5678
2570,395783 45,5678
2630,267992 45,5678
2691,534804 45,5678
2754,228703 45,5678
2818,382931 45,5678
2884,031503 45,5678
2951,209227 45,5678
3019,95172 45,5678
3090,295433 45,5678
3162,27766 45,5678
3235,936569 45,5678
3311,311215 45,5678
3388,441561 45,5678
3467,368505 45,5678
3548,133892 45,5678
3630,780548 45,5678
3715,352291 45,5678
3801,893963 45,5678
3890,45145 45,5678
3981,071706 45,5678
4073,802778 45,5678
4168,693835 45,5678
4265,795188 45,5678
4365,158322 45,5678
4466,835922 45,5678
4570,881896 45,5678
4677,351413 45,5678
4786,300923 45,5678
4897,788194 45,5678
5011,872336 45,5678
5128,61384 45,5678
5248,074602 45,5678
5370,317964 45,5678
5495,408739 45,5678
5623,413252 45,5678
5754,399373 45,5678
5888,436554 45,5678
6025,595861 45,5678
6165,950019 45,5678
6309,573445 45,5678
6456,54229 45,5678
6606,93448 45,5678
6760,829754 45,5678
6918,309709 45,5678
7079,457844 45,5678
7244,359601 45,5678
7413,102413 45,5678
7585,77575 45,5678
7762,471166 45,5678
7943,282347 45,5678
8128,305162 45,5678
8317,637711 45,5678
8511,380382 45,5678
8709,6359 45,5678
8912,509381 45,5678
9120,108394 45,5678
9332,543008 45,5678
9549,92586 45,5678
9772,37221 45,5678
10000 45,5678
10232,92992 45,5678
10471,28548 45,5678
10715,19305 45,5678
10964,78196 45,5678
11220,18454 45,5678
11481,53621 45,5678
11748,97555 45,5678
12022,64435 45,5678
12302,68771 45,5678
12589,25412 45,5678
12882,49552 45,5678
13182,56739 45,5678
13489,62883 45,5678
13803,84265 45,5678
14125,37545 45,5678
14454,39771 45,5678
14791,08388 45,5678
15135,61248 45,5678
15488,16619 45,5678
15848,93192 45,5678
16218,10097 45,5678
16595,86907 45,5678
16982,43652 45,5678
17378,00829 45,5678
17782,7941 45,5678
18197,00859 45,5678
18620,87137 45,5678
19054,60718 45,5678
19498,446 45,5678
19952,62315 45,5678
20417,37945 45,5678
20892,96131 45,5678
21379,6209 45,5678
21877,61624 45,5678
22387,21139 45,5678
22908,67653 45,5678
23442,28815 45,5678
23988,32919 45,5678
24547,08916 45,5678
25118,86432 45,5678
25703,95783 45,5678
26302,67992 45,5678
26915,34804 45,5678
27542,28703 45,5678
28183,82931 45,5678
28840,31503 45,5678
29512,09227 45,5678
30199,5172 45,5678
30902,95433 45,5678
31622,7766 45,5678
32359,36569 45,5678
33113,11215 45,5678
33884,41561 45,5678
34673,68505 45,5678
35481,33892 45,5678
36307,80548 45,5678
37153,52291 45,5678
38018,93963 45,5678
38904,5145 45,5678
39810,71706 45,5678
40738,02778 45,5678
41686,93835 45,5678
42657,95188 45,5678
43651,58322 45,5677
44668,35922 45,5677
45708,81896 45,5677
46773,51413 45,5677
47863,00923 45,5677
48977,88194 45,5677
50118,72336 45,5677
51286,1384 45,5677
52480,74602 45,5677
53703,17964 45,5677
54954,08739 45,5677
56234,13252 45,5677
57543,99373 45,5677
58884,36554 45,5677
60255,95861 45,5677
61659,50019 45,5677
63095,73445 45,5677
64565,4229 45,5677
66069,3448 45,5677
67608,29754 45,5677
69183,09709 45,5677
70794,57844 45,5677
72443,59601 45,5677
74131,02413 45,5676
75857,7575 45,5676
77624,71166 45,5676
79432,82347 45,5676
81283,05162 45,5676
83176,37711 45,5676
85113,80382 45,5676
87096,359 45,5676
89125,09381 45,5676
91201,08394 45,5676
93325,43008 45,5676
95499,2586 45,5675
97723,7221 45,5675
100000 45,5675
102329,2992 45,5675
104712,8548 45,5675
107151,9305 45,5675
109647,8196 45,5675
112201,8454 45,5674
114815,3621 45,5674
117489,7555 45,5674
120226,4435 45,5674
123026,8771 45,5674
125892,5412 45,5674
128824,9552 45,5673
131825,6739 45,5673
134896,2883 45,5673
138038,4265 45,5673
141253,7545 45,5672
144543,9771 45,5672
147910,8388 45,5672
151356,1248 45,5671
154881,6619 45,5671
158489,3192 45,5671
162181,0097 45,5671
165958,6907 45,567
169824,3652 45,567
173780,0829 45,5669
177827,941 45,5669
181970,0859 45,5669
186208,7137 45,5668
190546,0718 45,5668
194984,46 45,5667
199526,2315 45,5667
204173,7945 45,5666
208929,6131 45,5666
213796,209 45,5665
218776,1624 45,5664
223872,1139 45,5664
229086,7653 45,5663
234422,8815 45,5662
239883,2919 45,5662
245470,8916 45,5661
251188,6432 45,566
257039,5783 45,5659
263026,7992 45,5658
269153,4804 45,5657
275422,8703 45,5656
281838,2931 45,5655
288403,1503 45,5654
295120,9227 45,5653
301995,172 45,5652
309029,5433 45,5651
316227,766 45,565
323593,6569 45,5648
331131,1215 45,5647
338844,1561 45,5645
346736,8505 45,5644
354813,3892 45,5642
363078,0548 45,564
371535,2291 45,5639
380189,3963 45,5637
389045,145 45,5635
398107,1706 45,5633
407380,2778 45,5631
416869,3835 45,5628
426579,5188 45,5626
436515,8322 45,5624
446683,5922 45,5621
457088,1896 45,5618
467735,1413 45,5616
478630,0923 45,5613
489778,8194 45,561
501187,2336 45,5606
512861,384 45,5603
524807,4602 45,56
537031,7964 45,5596
549540,8739 45,5592
562341,3252 45,5588
575439,9373 45,5584
588843,6554 45,5579
602559,5861 45,5575
616595,0019 45,557
630957,3445 45,5565
645654,229 45,5559
660693,448 45,5554
676082,9754 45,5548
691830,9709 45,5542
707945,7844 45,5535
724435,9601 45,5529
741310,2413 45,5522
758577,575 45,5514
776247,1166 45,5507
794328,2347 45,5498
812830,5162 45,549
831763,7711 45,5481
851138,0382 45,5472
870963,59 45,5462
891250,9381 45,5452
912010,8394 45,5441
933254,3008 45,543
954992,586 45,5419
977237,221 45,5407
1000000 45,5394
1023292,992 45,538
1047128,548 45,5366
1071519,305 45,5352
1096478,196 45,5336
1122018,454 45,532
1148153,621 45,5304
1174897,555 45,5286
1202264,435 45,5268
1230268,771 45,5248
1258925,412 45,5228
1288249,552 45,5207
1318256,739 45,5185
1348962,883 45,5162
1380384,265 45,5138
1412537,545 45,5113
1445439,771 45,5086
1479108,388 45,5058
1513561,248 45,5029
1548816,619 45,4999
1584893,192 45,4967
1621810,097 45,4934
1659586,907 45,4899
1698243,652 45,4863
1737800,829 45,4825
1778279,41 45,4785
1819700,859 45,4744
1862087,137 45,47
1905460,718 45,4655
1949844,6 45,4607
1995262,315 45,4557
2041737,945 45,4505
2089296,131 45,445
2137962,09 45,4393
2187761,624 45,4334
2238721,139 45,4271
2290867,653 45,4206
2344228,815 45,4138
2398832,919 45,4067
2454708,916 45,3992
2511886,432 45,3914
2570395,783 45,3833
2630267,992 45,3748
2691534,804 45,3659
2754228,703 45,3566
2818382,931 45,3469
2884031,503 45,3367
2951209,227 45,3261
3019951,72 45,3151
3090295,433 45,3035
3162277,66 45,2914
3235936,569 45,2788
3311311,215 45,2656
3388441,561 45,2519
3467368,505 45,2376
3548133,892 45,2226
3630780,548 45,207
3715352,291 45,1907
3801893,963 45,1737
3890451,45 45,1559
3981071,706 45,1374
4073802,778 45,1181
4168693,835 45,098
4265795,188 45,0771
4365158,322 45,0552
4466835,922 45,0325
4570881,896 45,0088
4677351,413 44,9841
4786300,923 44,9584
4897788,194 44,9316
5011872,336 44,9038
5128613,84 44,8748
5248074,602 44,8447
5370317,964 44,8133
5495408,739 44,7807
5623413,252 44,7469
5754399,373 44,7117
5888436,554 44,6751
6025595,861 44,6372
6165950,019 44,5978
6309573,445 44,5569
6456542,29 44,5145
6606934,48 44,4705
6760829,754 44,4249
6918309,709 44,3776
7079457,844 44,3287
7244359,601 44,278
7413102,413 44,2255
7585775,75 44,1713
7762471,166 44,1151
7943282,347 44,0571
8128305,162 43,9971
8317637,711 43,9351
8511380,382 43,8711
8709635,9 43,8051
8912509,381 43,737
9120108,394 43,6667
9332543,008 43,5943
9549925,86 43,5198
9772372,21 43,443
10000000 43,3639
10232929,92 43,2826
10471285,48 43,199
10715193,05 43,1131
10964781,96 43,0249
11220184,54 42,9343
11481536,21 42,8414
11748975,55 42,746
12022644,35 42,6483
12302687,71 42,5481
12589254,12 42,4456
12882495,52 42,3406
13182567,39 42,2332
13489628,83 42,1234
13803842,65 42,0111
14125375,45 41,8964
14454397,71 41,7793
14791083,88 41,6598
15135612,48 41,5378
15488166,19 41,4135
15848931,92 41,2867
16218100,97 41,1576
16595869,07 41,0261
16982436,52 40,8922
17378008,29 40,756
17782794,1 40,6175
18197008,59 40,4766
18620871,37 40,3334
19054607,18 40,188
19498446 40,0402
19952623,15 39,8902
20417379,45 39,7379
20892961,31 39,5834
21379620,9 39,4267
21877616,24 39,2677
22387211,39 39,1065
22908676,53 38,9431
23442288,15 38,7776
23988329,19 38,6098
24547089,16 38,4398
25118864,32 38,2677
25703957,83 38,0933
26302679,92 37,9167
26915348,04 37,738
27542287,03 37,557
28183829,31 37,3737
28840315,03 37,1882
29512092,27 37,0004
30199517,2 36,8103
30902954,33 36,6178
31622776,6 36,423
32359365,69 36,2258
33113112,15 36,0261
33884415,61 35,8239
34673685,05 35,6191
35481338,92 35,4118
36307805,48 35,2018
37153522,91 34,989
38018939,63 34,7735
38904514,5 34,555
39810717,06 34,3337
40738027,78 34,1093
41686938,35 33,8818
42657951,88 33,6511
43651583,22 33,4172
44668359,22 33,1799
45708818,96 32,9391
46773514,13 32,6948
47863009,23 32,4468
48977881,94 32,1951
50118723,36 31,9396
51286138,4 31,6801
52480746,02 31,4165
53703179,64 31,1488
54954087,39 30,8769
56234132,52 30,6006
57543993,73 30,3199
58884365,54 30,0346
60255958,61 29,7447
61659500,19 29,4501
63095734,45 29,1507
64565422,9 28,8464
66069344,8 28,5371
67608297,54 28,2228
69183097,09 27,9033
70794578,44 27,5786
72443596,01 27,2486
74131024,13 26,9133
75857757,5 26,5725
77624711,66 26,2262
79432823,47 25,8744
81283051,62 25,5169
83176377,11 25,1538
85113803,82 24,7848
87096359 24,4101
89125093,81 24,0294
91201083,94 23,6428
93325430,08 23,2501
95499258,6 22,8513
97723722,1 22,4463
100000000 22,0349
102329299,2 21,6172
104712854,8 21,1931
107151930,5 20,7623
109647819,6 20,3249
112201845,4 19,8806
114815362,1 19,4294
117489755,5 18,9712
120226443,5 18,5057
123026877,1 18,0329
125892541,2 17,5526
128824955,2 17,0646
131825673,9 16,5687
134896288,3 16,0649
138038426,5 15,5528
141253754,5 15,0323
144543977,1 14,5033
147910838,8 13,9654
151356124,8 13,4184
154881661,9 12,8623
158489319,2 12,2966
162181009,7 11,7213
165958690,7 11,1361
169824365,2 10,5407
173780082,9 9,93494
177827941 9,31861
181970085,9 8,69147
186208713,7 8,05331
190546071,8 7,40391
194984460 6,74308
199526231,5 6,07063
204173794,5 5,38636
208929613,1 4,69012
213796209 3,98172
218776162,4 3,26104
223872113,9 2,52793
229086765,3 1,78227
234422881,5 1,02396
239883291,9 0,252912
245470891,6 -0,530949
251188643,2 -1,32768
257039578,3 -2,13732
263026799,2 -2,9599
269153480,4 -3,79542
275422870,3 -4,64389
281838293,1 -5,50527
288403150,3 -6,37952
295120922,7 -7,26661
301995172 -8,16646
309029543,3 -9,07901
316227766 -10,0041
323593656,9 -10,9418
331131121,5 -11,8918
338844156,1 -12,8541
346736850,5 -13,8286
354813389,2 -14,815
363078054,8 -15,8133
371535229,1 -16,8233
380189396,3 -17,8449
389045145 -18,8779
398107170,6 -19,9221
407380277,8 -20,9774
416869383,5 -22,0436
426579518,8 -23,1205
436515832,2 -24,2081
446683592,2 -25,3061
457088189,6 -26,4143
467735141,3 -27,5328
478630092,3 -28,6612
489778819,4 -29,7995
501187233,6 -30,9477
512861384 -32,1055
524807460,2 -33,273
537031796,4 -34,45
549540873,9 -35,6367
562341325,2 -36,8329
575439937,3 -38,0388
588843655,4 -39,2545
602559586,1 -40,4802
616595001,9 -41,7161
630957344,5 -42,9624
645654229 -44,2197
660693448 -45,4884
676082975,4 -46,7692
691830970,9 -48,0629
707945784,4 -49,3705
724435960,1 -50,6931
741310241,3 -52,0322
758577575 -53,3898
776247116,6 -54,7678
794328234,7 -56,1691
812830516,2 -57,597
831763771,1 -59,0556
851138038,2 -60,5499
870963590 -62,0865
891250938,1 -63,6734
912010839,4 -65,3211
933254300,8 -67,0432
954992586 -68,8577
977237221 -70,7886
1000000000 -72,8684
