151356124,8 -8,21006
154881661,9 -8,41568
158489319,2 -8,62155
162181009,7 -8,82769
165958690,7 -9,03411
169824365,2 -9,24083
173780082,9 -9,44785
177827941 -9,65518
181970085,9 -9,86285
186208713,7 -10,0709
190546071,8 -10,2792
194984460 -10,488
199526231,5 -10,6972
204173794,5 -10,9067
208929613,1 -11,1167
213796209 -11,3271
218776162,4 -11,538
223872113,9 -11,7494
229086765,3 -11,9613
234422881,5 -12,1737
239883291,9 -12,3867
245470891,6 -12,6002
251188643,2 -12,8143
257039578,3 -13,0291
263026799,2 -13,2445
269153480,4 -13,4605
275422870,3 -13,6772
281838293,1 -13,8947
288403150,3 -14,1129
295120922,7 -14,3319
301995172 -14,5517
309029543,3 -14,7723
316227766 -14,9938
323593656,9 -15,2162
331131121,5 -15,4395
338844156,1 -15,6638
346736850,5 -15,8891
354813389,2 -16,1154
363078054,8 -16,3428
371535229,1 -16,5713
380189396,3 -16,8009
389045145 -17,0318
398107170,6 -17,2638
407380277,8 -17,4971
416869383,5 -17,7317
426579518,8 -17,9676
436515832,2 -18,2049
446683592,2 -18,4436
457088189,6 -18,6838
467735141,3 -18,9255
478630092,3 -19,1687
489778819,4 -19,4135
501187233,6 -19,6599
512861384 -19,908
524807460,2 -20,1578
537031796,4 -20,4093
549540873,9 -20,6626
562341325,2 -20,9177
575439937,3 -21,1746
588843655,4 -21,4335
602559586,1 -21,6942
616595001,9 -21,957
630957344,5 -22,2217
645654229 -22,4885
660693448 -22,7573
676082975,4 -23,0282
691830970,9 -23,3012
707945784,4 -23,5764
724435960,1 -23,8537
741310241,3 -24,1332
758577575 -24,4149
776247116,6 -24,6988
794328234,7 -24,985
812830516,2 -25,2735
831763771,1 -25,5642
851138038,2 -25,8572
870963590 -26,1524
891250938,1 -26,45
912010839,4 -26,7498
933254300,8 -27,0519
954992586 -27,3563
977237221 -27,663
1000000000 -27,9719
1023292992 -28,2831
1047128548 -28,5966
1071519305 -28,9123
1096478196 -29,2302
1122018454 -29,5503
1148153621 -29,8725
1174897555 -30,1969
1202264435 -30,5234
1230268771 -30,852
1258925412 -31,1827
1288249552 -31,5154
1318256739 -31,8501
1348962883 -32,1868
1380384265 -32,5254
1412537545 -32,8658
1445439771 -33,2082
1479108388 -33,5523
1513561248 -33,8983
1548816619 -34,2459
1584893192 -34,5953
1621810097 -34,9463
1659586907 -35,2989
1698243652 -35,6531
1737800829 -36,0088
1778279410 -36,3659
1819700859 -36,7245
1862087137 -37,0845
1905460718 -37,4459
1949844600 -37,8086
1995262315 -38,1725
2041737945 -38,5376
2089296131 -38,9039
2137962090 -39,2714
2187761624 -39,6399
2238721139 -40,0095
2290867653 -40,3801
2344228815 -40,7516
2398832919 -41,1241
2454708916 -41,4975
2511886432 -41,8717
2570395783 -42,2467
2630267992 -42,6225
2691534804 -42,9991
2754228703 -43,3763
2818382931 -43,7542
2884031503 -44,1327
2951209227 -44,5118
3019951720 -44,8915
3090295433 -45,2717
3162277660 -45,6524
3235936569 -46,0335
3311311215 -46,415
3388441561 -46,797
3467368505 -47,1792
3548133892 -47,5618
3630780548 -47,9447
3715352291 -48,3279
3801893963 -48,7113
3890451450 -49,0949
3981071706 -49,4787
4073802778 -49,8626
4168693835 -50,2466
4265795188 -50,6307
4365158322 -51,0148
4466835922 -51,3989
4570881896 -51,7831
4677351413 -52,1672
4786300923 -52,5512
4897788194 -52,9352
5011872336 -53,319
5128613840 -53,7026
5248074602 -54,0861
5370317964 -54,4693
5495408739 -54,8523
5623413252 -55,235
5754399373 -55,6174
5888436554 -55,9994
6025595861 -56,3811
6165950019 -56,7623
6309573445 -57,1432
6456542290 -57,5235
6606934480 -57,9033
6760829754 -58,2826
6918309709 -58,6613
7079457844 -59,0394
7244359601 -59,4168
7413102413 -59,7936
7585775750 -60,1696
7762471166 -60,5449
7943282347 -60,9194
8128305162 -61,293
8317637711 -61,6658
8511380382 -62,0376
8709635900 -62,4085
8912509381 -62,7784
9120108394 -63,1472
9332543008 -63,515
9549925860 -63,8817
9772372210 -64,2472
1e+010 -64,6115
