10 105,98
131,8256739 105,98
134,8962883 105,98
138,0384265 105,98
141,2537545 105,98
144,5439771 105,979
147,9108388 105,979
151,3561248 105,979
154,8816619 105,979
158,4893192 105,979
162,1810097 105,979
165,9586907 105,979
169,8243652 105,979
173,7800829 105,979
177,827941 105,979
181,9700859 105,979
186,2087137 105,979
190,5460718 105,979
194,98446 105,979
199,5262315 105,979
204,1737945 105,979
208,9296131 105,979
213,796209 105,979
218,7761624 105,979
223,8721139 105,978
229,0867653 105,978
234,4228815 105,978
239,8832919 105,978
245,4708916 105,978
251,1886432 105,978
257,0395783 105,978
263,0267992 105,978
269,1534804 105,978
275,4228703 105,978
281,8382931 105,977
288,4031503 105,977
295,1209227 105,977
301,995172 105,977
309,0295433 105,977
316,227766 105,977
323,5936569 105,977
331,1311215 105,976
338,8441561 105,976
346,7368505 105,976
354,8133892 105,976
363,0780548 105,976
371,5352291 105,975
380,1893963 105,975
389,045145 105,975
398,1071706 105,975
407,3802778 105,974
416,8693835 105,974
426,5795188 105,974
436,5158322 105,974
446,6835922 105,973
457,0881896 105,973
467,7351413 105,973
478,6300923 105,972
489,7788194 105,972
501,1872336 105,972
512,861384 105,971
524,8074602 105,971
537,0317964 105,97
549,5408739 105,97
562,3413252 105,969
575,4399373 105,969
588,8436554 105,968
602,5595861 105,968
616,5950019 105,967
630,9573445 105,966
645,654229 105,966
660,693448 105,965
676,0829754 105,964
691,8309709 105,964
707,9457844 105,963
724,4359601 105,962
741,3102413 105,961
758,577575 105,96
776,2471166 105,959
794,3282347 105,958
812,8305162 105,957
831,7637711 105,956
851,1380382 105,955
870,96359 105,954
891,2509381 105,953
912,0108394 105,952
933,2543008 105,95
954,992586 105,949
977,237221 105,947
1000 105,946
1023,292992 105,944
1047,128548 105,942
1071,519305 105,941
1096,478196 105,939
1122,018454 105,937
1148,153621 105,935
1174,897555 105,933
1202,264435 105,93
1230,268771 105,928
1258,925412 105,926
1288,249552 105,923
1318,256739 105,92
1348,962883 105,918
1380,384265 105,915
1412,537545 105,912
1445,439771 105,908
1479,108388 105,905
1513,561248 105,902
1548,816619 105,898
1584,893192 105,894
1621,810097 105,89
1659,586907 105,886
1698,243652 105,882
1737,800829 105,877
1778,27941 105,872
1819,700859 105,867
1862,087137 105,862
1905,460718 105,856
1949,8446 105,851
1995,262315 105,845
2041,737945 105,838
2089,296131 105,832
2137,96209 105,825
2187,761624 105,818
2238,721139 105,81
2290,867653 105,802
2344,228815 105,794
2398,832919 105,786
2454,708916 105,777
2511,886432 105,767
2570,395783 105,757
2630,267992 105,747
2691,534804 105,736
2754,228703 105,725
2818,382931 105,714
2884,031503 105,702
2951,209227 105,689
3019,95172 105,676
3090,295433 105,662
3162,27766 105,647
3235,936569 105,632
3311,311215 105,616
3388,441561 105,6
3467,368505 105,583
3548,133892 105,565
3630,780548 105,546
3715,352291 105,527
3801,893963 105,507
3890,45145 105,486
3981,071706 105,464
4073,802778 105,441
4168,693835 105,417
4265,795188 105,392
4365,158322 105,366
4466,835922 105,339
4570,881896 105,311
4677,351413 105,282
4786,300923 105,252
4897,788194 105,221
5011,872336 105,188
5128,61384 105,154
5248,074602 105,119
5370,317964 105,082
5495,408739 105,044
5623,413252 105,004
5754,399373 104,963
5888,436554 104,921
6025,595861 104,877
6165,950019 104,831
6309,573445 104,784
6456,54229 104,735
6606,93448 104,684
6760,829754 104,631
6918,309709 104,577
7079,457844 104,521
7244,359601 104,463
7413,102413 104,403
7585,77575 104,341
7762,471166 104,277
7943,282347 104,211
8128,305162 104,144
8317,637711 104,073
8511,380382 104,001
8709,6359 103,927
8912,509381 103,851
9120,108394 103,772
9332,543008 103,691
9549,92586 103,608
9772,37221 103,523
10000 103,435
10232,92992 103,346
10471,28548 103,253
10715,19305 103,159
10964,78196 103,062
11220,18454 102,963
11481,53621 102,862
11748,97555 102,758
12022,64435 102,653
12302,68771 102,544
12589,25412 102,434
12882,49552 102,321
13182,56739 102,206
13489,62883 102,089
13803,84265 101,969
14125,37545 101,848
14454,39771 101,724
14791,08388 101,598
15135,61248 101,47
15488,16619 101,339
15848,93192 101,207
16218,10097 101,073
16595,86907 100,936
16982,43652 100,798
17378,00829 100,658
17782,7941 100,515
18197,00859 100,371
18620,87137 100,225
19054,60718 100,078
19498,446 99,9281
19952,62315 99,7769
20417,37945 99,624
20892,96131 99,4695
21379,6209 99,3133
21877,61624 99,1557
22387,21139 98,9965
22908,67653 98,8358
23442,28815 98,6737
23988,32919 98,5102
24547,08916 98,3453
25118,86432 98,1791
25703,95783 98,0117
26302,67992 97,843
26915,34804 97,6731
27542,28703 97,5021
28183,82931 97,3299
28840,31503 97,1567
29512,09227 96,9824
30199,5172 96,8071
30902,95433 96,6308
31622,7766 96,4535
32359,36569 96,2754
33113,11215 96,0964
33884,41561 95,9165
34673,68505 95,7358
35481,33892 95,5543
36307,80548 95,3721
37153,52291 95,1891
38018,93963 95,0054
38904,5145 94,8211
39810,71706 94,6361
40738,02778 94,4504
41686,93835 94,2642
42657,95188 94,0774
43651,58322 93,89
44668,35922 93,7021
45708,81896 93,5137
46773,51413 93,3248
47863,00923 93,1354
48977,88194 92,9456
50118,72336 92,7553
51286,1384 92,5646
52480,74602 92,3735
53703,17964 92,182
54954,08739 91,9902
56234,13252 91,798
57543,99373 91,6055
58884,36554 91,4126
60255,95861 91,2195
61659,50019 91,026
63095,73445 90,8322
64565,4229 90,6382
66069,3448 90,4439
67608,29754 90,2494
69183,09709 90,0546
70794,57844 89,8596
72443,59601 89,6644
74131,02413 89,469
75857,7575 89,2733
77624,71166 89,0775
79432,82347 88,8815
81283,05162 88,6853
83176,37711 88,489
85113,80382 88,2925
87096,359 88,0958
89125,09381 87,899
91201,08394 87,702
93325,43008 87,5049
95499,2586 87,3077
97723,7221 87,1103
100000 86,9129
102329,2992 86,7153
104712,8548 86,5176
107151,9305 86,3198
109647,8196 86,1219
112201,8454 85,924
114815,3621 85,7259
117489,7555 85,5277
120226,4435 85,3295
123026,8771 85,1312
125892,5412 84,9328
128824,9552 84,7343
131825,6739 84,5358
134896,2883 84,3372
138038,4265 84,1385
141253,7545 83,9398
144543,9771 83,741
147910,8388 83,5422
151356,1248 83,3433
154881,6619 83,1444
158489,3192 82,9454
162181,0097 82,7464
165958,6907 82,5473
169824,3652 82,3482
173780,0829 82,149
177827,941 81,9499
181970,0859 81,7506
186208,7137 81,5514
190546,0718 81,3521
194984,46 81,1527
199526,2315 80,9534
204173,7945 80,754
208929,6131 80,5546
213796,209 80,3552
218776,1624 80,1557
223872,1139 79,9562
229086,7653 79,7567
234422,8815 79,5572
239883,2919 79,3576
245470,8916 79,158
251188,6432 78,9584
257039,5783 78,7588
263026,7992 78,5592
269153,4804 78,3595
275422,8703 78,1599
281838,2931 77,9602
288403,1503 77,7605
295120,9227 77,5608
301995,172 77,3611
309029,5433 77,1614
316227,766 76,9616
323593,6569 76,7619
331131,1215 76,5621
338844,1561 76,3623
346736,8505 76,1625
354813,3892 75,9628
363078,0548 75,7629
371535,2291 75,5631
380189,3963 75,3633
389045,145 75,1635
398107,1706 74,9636
407380,2778 74,7638
416869,3835 74,564
426579,5188 74,3641
436515,8322 74,1642
446683,5922 73,9644
457088,1896 73,7645
467735,1413 73,5646
478630,0923 73,3647
489778,8194 73,1648
501187,2336 72,9649
512861,384 72,765
524807,4602 72,5651
537031,7964 72,3652
549540,8739 72,1653
562341,3252 71,9654
575439,9373 71,7655
588843,6554 71,5656
602559,5861 71,3656
616595,0019 71,1657
630957,3445 70,9658
645654,229 70,7658
660693,448 70,5659
676082,9754 70,366
691830,9709 70,166
707945,7844 69,9661
724435,9601 69,7661
741310,2413 69,5662
758577,575 69,3662
776247,1166 69,1663
794328,2347 68,9663
812830,5162 68,7664
831763,7711 68,5664
851138,0382 68,3665
870963,59 68,1665
891250,9381 67,9666
912010,8394 67,7666
933254,3008 67,5666
954992,586 67,3667
977237,221 67,1667
1000000 66,9667
1023292,992 66,7668
1047128,548 66,5668
1071519,305 66,3668
1096478,196 66,1669
1122018,454 65,9669
1148153,621 65,767
1174897,555 65,567
1202264,435 65,367
1230268,771 65,1671
1258925,412 64,9671
1288249,552 64,7671
1318256,739 64,5672
1348962,883 64,3672
1380384,265 64,1672
1412537,545 63,9673
1445439,771 63,7673
1479108,388 63,5673
1513561,248 63,3674
1548816,619 63,1674
1584893,192 62,9674
1621810,097 62,7675
1659586,907 62,5675
1698243,652 62,3675
1737800,829 62,1676
1778279,41 61,9676
1819700,859 61,7677
1862087,137 61,5677
1905460,718 61,3678
1949844,6 61,1678
1995262,315 60,9679
2041737,945 60,7679
2089296,131 60,568
2137962,09 60,368
2187761,624 60,1681
2238721,139 59,9681
2290867,653 59,7682
2344228,815 59,5683
2398832,919 59,3683
2454708,916 59,1684
2511886,432 58,9685
2570395,783 58,7685
2630267,992 58,5686
2691534,804 58,3687
2754228,703 58,1688
2818382,931 57,9689
2884031,503 57,769
2951209,227 57,5691
3019951,72 57,3692
3090295,433 57,1693
3162277,66 56,9694
3235936,569 56,7695
3311311,215 56,5696
3388441,561 56,3697
3467368,505 56,1699
3548133,892 55,97
3630780,548 55,7702
3715352,291 55,5703
3801893,963 55,3705
3890451,45 55,1706
3981071,706 54,9708
4073802,778 54,771
4168693,835 54,5712
4265795,188 54,3714
4365158,322 54,1716
4466835,922 53,9718
4570881,896 53,772
4677351,413 53,5722
4786300,923 53,3725
4897788,194 53,1727
5011872,336 52,973
5128613,84 52,7733
5248074,602 52,5736
5370317,964 52,3739
5495408,739 52,1742
5623413,252 51,9745
5754399,373 51,7749
5888436,554 51,5753
6025595,861 51,3757
6165950,019 51,1761
6309573,445 50,9765
6456542,29 50,7769
6606934,48 50,5774
6760829,754 50,3779
6918309,709 50,1784
7079457,844 49,9789
7244359,601 49,7795
7413102,413 49,5801
7585775,75 49,3807
7762471,166 49,1813
7943282,347 48,982
8128305,162 48,7827
8317637,711 48,5834
8511380,382 48,3842
8709635,9 48,1849
8912509,381 47,9858
9120108,394 47,7867
9332543,008 47,5876
9549925,86 47,3885
9772372,21 47,1895
10000000 46,9906
10232929,92 46,7916
10471285,48 46,5928
10715193,05 46,394
10964781,96 46,1952
11220184,54 45,9965
11481536,21 45,7979
11748975,55 45,5993
12022644,35 45,4008
12302687,71 45,2024
12589254,12 45,004
12882495,52 44,8057
13182567,39 44,6074
13489628,83 44,4093
13803842,65 44,2112
14125375,45 44,0132
14454397,71 43,8153
14791083,88 43,6175
15135612,48 43,4198
15488166,19 43,2222
15848931,92 43,0247
16218100,97 42,8273
16595869,07 42,6301
16982436,52 42,4329
17378008,29 42,2359
17782794,1 42,0389
18197008,59 41,8421
18620871,37 41,6455
19054607,18 41,449
19498446 41,2526
19952623,15 41,0564
20417379,45 40,8603
20892961,31 40,6644
21379620,9 40,4687
21877616,24 40,2731
22387211,39 40,0778
22908676,53 39,8826
23442288,15 39,6875
23988329,19 39,4927
24547089,16 39,2981
25118864,32 39,1037
25703957,83 38,9094
26302679,92 38,7154
26915348,04 38,5217
27542287,03 38,3281
28183829,31 38,1348
28840315,03 37,9417
29512092,27 37,7488
30199517,2 37,5562
30902954,33 37,3638
31622776,6 37,1716
32359365,69 36,9798
33113112,15 36,7881
33884415,61 36,5967
34673685,05 36,4056
35481338,92 36,2147
36307805,48 36,024
37153522,91 35,8336
38018939,63 35,6434
38904514,5 35,4535
39810717,06 35,2638
40738027,78 35,0743
41686938,35 34,885
42657951,88 34,6959
43651583,22 34,507
44668359,22 34,3183
45708818,96 34,1297
46773514,13 33,9413
47863009,23 33,7529
48977881,94 33,5646
50118723,36 33,3764
51286138,4 33,1882
52480746,02 33
53703179,64 32,8117
54954087,39 32,6234
56234132,52 32,4349
57543993,73 32,2462
58884365,54 32,0572
60255958,61 31,868
61659500,19 31,6783
63095734,45 31,4883
64565422,9 31,2977
66069344,8 31,1066
67608297,54 30,9147
69183097,09 30,7222
70794578,44 30,5287
72443596,01 30,3343
74131024,13 30,1389
75857757,5 29,9423
77624711,66 29,7444
79432823,47 29,5451
81283051,62 29,3443
83176377,11 29,1417
85113803,82 28,9374
87096359 28,7311
89125093,81 28,5227
91201083,94 28,312
93325430,08 28,0988
95499258,6 27,8831
97723722,1 27,6645
100000000 27,443
102329299,2 27,2183
104712854,8 26,9902
107151930,5 26,7586
109647819,6 26,5231
112201845,4 26,2838
114815362,1 26,0402
117489755,5 25,7922
120226443,5 25,5395
123026877,1 25,282
125892541,2 25,0194
128824955,2 24,7515
131825673,9 24,478
134896288,3 24,1987
138038426,5 23,9134
141253754,5 23,6218
144543977,1 23,3236
147910838,8 23,0187
151356124,8 22,7068
154881661,9 22,3877
158489319,2 22,061
162181009,7 21,7266
165958690,7 21,3842
169824365,2 21,0337
173780082,9 20,6746
177827941 20,3069
181970085,9 19,9303
186208713,7 19,5446
190546071,8 19,1496
194984460 18,7449
199526231,5 18,3305
204173794,5 17,9062
208929613,1 17,4717
213796209 17,0268
218776162,4 16,5715
223872113,9 16,1054
229086765,3 15,6284
234422881,5 15,1405
239883291,9 14,6414
245470891,6 14,131
251188643,2 13,6092
257039578,3 13,0758
263026799,2 12,5308
269153480,4 11,9741
275422870,3 11,4055
281838293,1 10,8251
288403150,3 10,2327
295120922,7 9,62827
301995172 9,01184
309029543,3 8,38334
316227766 7,74276
323593656,9 7,09009
331131121,5 6,42536
338844156,1 5,74856
346736850,5 5,05975
354813389,2 4,35895
363078054,8 3,64622
371535229,1 2,92162
380189396,3 2,18523
389045145 1,43713
398107170,6 0,677413
407380277,8 -0,093817
416869383,5 -0,876449
426579518,8 -1,67036
436515832,2 -2,47543
446683592,2 -3,29151
457088189,6 -4,11847
467735141,3 -4,95615
478630092,3 -5,8044
489778819,4 -6,66305
501187233,6 -7,53193
512861384 -8,41088
524807460,2 -9,29971
537031796,4 -10,1982
549540873,9 -11,1063
562341325,2 -12,0237
575439937,3 -12,9502
588843655,4 -13,8856
602559586,1 -14,8298
616595001,9 -15,7825
630957344,5 -16,7436
645654229 -17,7128
660693448 -18,69
676082975,4 -19,6749
691830970,9 -20,6674
707945784,4 -21,6672
724435960,1 -22,6742
741310241,3 -23,6881
758577575 -24,7088
776247116,6 -25,7361
794328234,7 -26,7697
812830516,2 -27,8095
831763771,1 -28,8553
851138038,2 -29,9069
870963590 -30,9642
891250938,1 -32,0269
912010839,4 -33,095
933254300,8 -34,1681
954992586 -35,2461
977237221 -36,329
1000000000 -37,4165
